user_id,total_activities,activity_frequency,sensitive_files_accessed,after_hours_access,total_logins,failed_logins,unique_ips,unique_locations,avg_session_duration,std_session_duration,login_to_activity_ratio,risk_score,anomaly_score,risk_level,confidence
USER_0036,61,0.7093023255813954,22,8,20,12,20,3,0.0,0.0,0.32786885245901637,4.952907013446121,0.027397260273972605,Medium,5.47945205479452
USER_0083,55,0.625,15,7,9,4,9,3,0.0,0.0,0.16363636363636364,4.94084969383246,0.4794520547945205,Medium,95.8904109589041
USER_0015,42,0.4772727272727273,20,7,17,14,17,3,0.0,0.0,0.40476190476190477,4.935483870967742,0.0,Medium,0.0
USER_0054,42,0.4666666666666667,20,5,18,10,18,3,0.0,0.0,0.42857142857142855,4.912000505018623,0.13698630136986303,Medium,27.397260273972602
USER_0093,42,0.4666666666666667,18,9,19,11,19,3,0.0,0.0,0.4523809523809524,4.806514740231046,0.1232876712328767,Medium,24.65753424657534
USER_0024,63,0.7,25,15,13,8,13,3,0.0,0.0,0.20634920634920634,4.7813900637586,0.05479452054794521,Medium,10.95890410958904
USER_0042,42,0.46153846153846156,23,10,13,7,13,3,0.0,0.0,0.30952380952380953,4.773751657092355,0.13698630136986303,Medium,27.397260273972602
USER_0069,53,0.6022727272727273,21,9,16,12,16,3,0.0,0.0,0.3018867924528302,4.746543778801843,0.0,Medium,0.0
USER_0033,57,0.6333333333333333,23,15,19,7,19,3,0.0,0.0,0.3333333333333333,4.71895713654441,0.1232876712328767,Medium,24.65753424657534
USER_0095,45,0.5,21,10,22,11,22,3,0.0,0.0,0.4888888888888889,4.713275677040591,0.027397260273972605,Medium,5.47945205479452
USER_0016,50,0.5882352941176471,18,9,22,13,22,3,0.0,0.0,0.44,4.708667382109716,0.027397260273972605,Medium,5.47945205479452
USER_0059,60,0.7058823529411765,19,9,10,5,10,3,0.0,0.0,0.16666666666666666,4.703680323211918,0.2876712328767123,Medium,57.534246575342465
USER_0078,41,0.45054945054945056,21,11,16,9,16,3,0.0,0.0,0.3902439024390244,4.701533994066032,0.09589041095890412,Medium,19.17808219178082
USER_0021,53,0.5955056179775281,23,14,14,10,14,3,0.0,0.0,0.2641509433962264,4.654377880184332,0.0,Medium,0.0
USER_0009,44,0.5238095238095238,21,9,20,9,20,3,0.0,0.0,0.45454545454545453,4.591944952970141,0.06849315068493152,Medium,13.698630136986301
USER_0061,54,0.6067415730337079,19,12,19,12,19,3,0.0,0.0,0.35185185185185186,4.552995391705069,0.0,Medium,0.0
USER_0007,71,0.8068181818181818,19,13,19,12,19,3,0.0,0.0,0.2676056338028169,4.552995391705069,0.0,Medium,0.0
USER_0005,49,0.620253164556962,18,14,22,12,22,3,0.0,0.0,0.4489795918367347,4.511015718704627,0.013698630136986302,Medium,2.73972602739726
USER_0006,50,0.5747126436781609,20,8,14,11,14,3,0.0,0.0,0.28,4.506912442396313,0.0,Medium,0.0
USER_0056,46,0.5054945054945055,20,9,19,11,19,3,0.0,0.0,0.41304347826086957,4.506912442396313,0.0,Medium,0.0
USER_0053,52,0.5977011494252874,28,18,12,2,12,3,0.0,0.0,0.23076923076923078,4.488542390000631,0.1232876712328767,Medium,24.65753424657534
USER_0092,47,0.5164835164835165,21,13,15,10,15,3,0.0,0.0,0.3191489361702128,4.460829493087558,0.0,Medium,0.0
USER_0045,60,0.6818181818181818,22,11,10,7,10,3,0.0,0.0,0.16666666666666666,4.457799381352188,0.0821917808219178,Medium,16.43835616438356
USER_0019,45,0.5232558139534884,25,13,12,7,12,3,0.0,0.0,0.26666666666666666,4.419354838709677,0.0,Medium,0.0
USER_0098,42,0.5185185185185185,26,12,11,5,11,3,0.0,0.0,0.2619047619047619,4.394798308187614,0.0410958904109589,Medium,8.21917808219178
USER_0004,50,0.5813953488372093,23,9,10,5,10,3,0.0,0.0,0.2,4.378448330282179,0.10958904109589042,Medium,21.91780821917808
USER_0049,41,0.45555555555555555,19,13,16,9,16,3,0.0,0.0,0.3902439024390244,4.343602045325421,0.05479452054794521,Medium,10.95890410958904
USER_0013,42,0.4666666666666667,20,11,17,9,17,3,0.0,0.0,0.40476190476190477,4.330787197777918,0.027397260273972605,Medium,5.47945205479452
USER_0100,58,0.651685393258427,18,12,20,11,20,3,0.0,0.0,0.3448275862068966,4.313364055299539,0.0,Medium,0.0
USER_0008,44,0.4943820224719101,25,14,13,5,13,3,0.0,0.0,0.29545454545454547,4.243229594091282,0.027397260273972605,Medium,5.47945205479452
USER_0094,72,0.7912087912087912,22,11,15,7,15,3,0.0,0.0,0.20833333333333334,4.238621299160407,0.027397260273972605,Medium,5.47945205479452
USER_0077,53,0.6162790697674418,23,11,16,7,16,3,0.0,0.0,0.3018867924528302,4.225806451612903,0.0,Medium,0.0
USER_0081,53,0.6022727272727273,20,14,19,9,19,3,0.0,0.0,0.3584905660377358,4.221198156682028,0.0,Medium,0.0
USER_0070,66,0.7333333333333333,15,9,19,12,19,3,0.0,0.0,0.2878787878787879,4.220693138059466,0.013698630136986302,Medium,2.73972602739726
USER_0097,49,0.5384615384615384,24,13,9,5,9,3,0.0,0.0,0.1836734693877551,4.20124992109084,0.0410958904109589,Medium,8.21917808219178
USER_0082,50,0.5681818181818182,17,8,16,10,16,3,0.0,0.0,0.32,4.1833217599899,0.027397260273972605,Medium,5.47945205479452
USER_0050,41,0.47126436781609193,19,5,17,9,17,3,0.0,0.0,0.4146341463414634,4.179218483681586,0.013698630136986302,Medium,2.73972602739726
USER_0064,48,0.5393258426966292,21,7,20,8,20,3,0.0,0.0,0.4166666666666667,4.175115207373272,0.0,Medium,0.0
USER_0022,46,0.5054945054945055,23,6,13,5,13,3,0.0,0.0,0.2826086956521739,4.104475727542453,0.0410958904109589,Medium,8.21917808219178
USER_0041,58,0.6444444444444445,24,16,15,5,15,3,0.0,0.0,0.25862068965517243,4.09166087999495,0.013698630136986302,Medium,2.73972602739726
USER_0057,47,0.5465116279069767,19,9,19,8,19,3,0.0,0.0,0.40425531914893614,4.036361340824443,0.013698630136986302,Medium,2.73972602739726
USER_0055,52,0.5714285714285714,21,11,17,7,17,3,0.0,0.0,0.3269230769230769,4.032258064516129,0.0,Medium,0.0
USER_0096,41,0.47674418604651164,19,7,10,7,10,3,0.0,0.0,0.24390243902439024,4.00309323906319,0.0410958904109589,Medium,8.21917808219178
USER_0011,49,0.5384615384615384,20,7,13,7,13,3,0.0,0.0,0.2653061224489796,3.9902783915156874,0.013698630136986302,Low,2.73972602739726
USER_0031,55,0.6043956043956044,23,9,15,4,15,3,0.0,0.0,0.2727272727272727,3.906824064137365,0.027397260273972605,Low,5.47945205479452
USER_0068,45,0.5,18,6,11,7,11,3,0.0,0.0,0.24444444444444444,3.9063190455148034,0.0410958904109589,Low,8.21917808219178
USER_0039,54,0.6067415730337079,19,9,14,7,14,3,0.0,0.0,0.25925925925925924,3.8935041979673,0.013698630136986302,Low,2.73972602739726
USER_0010,59,0.6483516483516484,16,11,18,9,18,3,0.0,0.0,0.3050847457627119,3.888895903036424,0.013698630136986302,Low,2.73972602739726
USER_0002,55,0.6111111111111112,18,5,11,6,11,3,0.0,0.0,0.2,3.873050943753551,0.06849315068493152,Low,13.698630136986301
USER_0099,54,0.6136363636363636,21,9,16,5,16,3,0.0,0.0,0.2962962962962963,3.856132819897734,0.027397260273972605,Low,5.47945205479452
USER_0035,52,0.5777777777777777,21,15,12,5,12,3,0.0,0.0,0.23076923076923078,3.856132819897734,0.027397260273972605,Low,5.47945205479452
USER_0018,48,0.5333333333333333,17,10,19,8,19,3,0.0,0.0,0.3958333333333333,3.7880184331797233,0.0,Low,0.0
USER_0001,53,0.6162790697674418,13,6,16,9,16,3,0.0,0.0,0.3018867924528302,3.7629568840350984,0.05479452054794521,Low,10.95890410958904
USER_0038,38,0.42696629213483145,19,12,11,3,11,3,0.0,0.0,0.2894736842105263,3.6508427498264,0.09589041095890412,Low,19.17808219178082
USER_0046,49,0.5384615384615384,19,12,13,8,13,2,0.0,0.0,0.2653061224489796,3.648233486943164,0.0,Low,0.0
USER_0047,41,0.47126436781609193,20,10,7,4,7,3,0.0,0.0,0.17073170731707318,3.616501483492204,0.027397260273972605,Low,5.47945205479452
USER_0012,47,0.5340909090909091,22,10,9,3,9,3,0.0,0.0,0.19148936170212766,3.6123982071838903,0.013698630136986302,Low,2.73972602739726
USER_0026,53,0.6091954022988506,17,9,16,6,16,3,0.0,0.0,0.3018867924528302,3.611893188561328,0.027397260273972605,Low,5.47945205479452
USER_0030,57,0.6333333333333333,17,6,15,6,15,3,0.0,0.0,0.2631578947368421,3.557098668013383,0.013698630136986302,Low,2.73972602739726
USER_0085,49,0.550561797752809,19,8,17,5,17,3,0.0,0.0,0.3469387755102041,3.5529953917050694,0.0,Low,0.0
USER_0051,50,0.5952380952380952,19,10,16,5,16,3,0.0,0.0,0.32,3.5529953917050694,0.0,Low,0.0
USER_0044,50,0.5681818181818182,17,8,16,6,16,3,0.0,0.0,0.32,3.5023041474654377,0.0,Low,0.0
USER_0074,55,0.6111111111111112,18,10,12,4,12,3,0.0,0.0,0.21818181818181817,3.4777476169433745,0.0410958904109589,Low,8.21917808219178
USER_0071,46,0.5348837209302325,13,7,10,7,10,3,0.0,0.0,0.21739130434782608,3.477242598320813,0.05479452054794521,Low,10.95890410958904
USER_0040,64,0.7032967032967034,16,8,17,6,17,3,0.0,0.0,0.265625,3.4603244744649957,0.013698630136986302,Low,2.73972602739726
USER_0058,50,0.5681818181818182,13,6,15,8,15,3,0.0,0.0,0.3,3.45571617953412,0.013698630136986302,Low,2.73972602739726
USER_0025,52,0.5909090909090909,15,10,12,6,12,3,0.0,0.0,0.23076923076923078,3.418344801464554,0.027397260273972605,Low,5.47945205479452
USER_0079,52,0.5909090909090909,11,7,11,6,11,3,0.0,0.0,0.21153846153846154,3.4148096711066223,0.1232876712328767,Low,24.65753424657534
USER_0066,49,0.550561797752809,17,7,16,5,16,3,0.0,0.0,0.32653061224489793,3.359447004608295,0.0,Low,0.0
USER_0090,55,0.6179775280898876,20,11,11,2,11,3,0.0,0.0,0.2,3.330787197777918,0.027397260273972605,Low,5.47945205479452
USER_0091,43,0.4725274725274725,12,4,14,5,14,3,0.0,0.0,0.32558139534883723,3.2043431601540306,0.0821917808219178,Low,16.43835616438356
USER_0048,48,0.5333333333333333,11,7,17,7,17,3,0.0,0.0,0.3541666666666667,3.174105170128149,0.027397260273972605,Low,5.47945205479452
USER_0060,52,0.5909090909090909,11,4,13,6,13,3,0.0,0.0,0.25,3.1408370683668965,0.05479452054794521,Low,10.95890410958904
USER_0087,44,0.5,13,8,8,6,8,2,0.0,0.0,0.18181818181818182,3.110641163226227,0.0821917808219178,Low,16.43835616438356
USER_0063,49,0.550561797752809,16,9,10,3,10,3,0.0,0.0,0.20408163265306123,3.0865475664415123,0.027397260273972605,Low,5.47945205479452
USER_0075,42,0.5060240963855421,14,7,11,5,11,3,0.0,0.0,0.2619047619047619,3.0691244239631335,0.0,Low,0.0
USER_0028,53,0.5824175824175825,15,10,7,4,7,2,0.0,0.0,0.1320754716981132,2.7992971824169346,0.027397260273972605,Low,5.47945205479452
