threshold,precision,recall,f1,alerts,avg_score_alerts,precision_at_10
0.36,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.37,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.38,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.39,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.4,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.41000000000000003,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.42,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.43,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.44,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.45,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.46,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.47000000000000003,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.48,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.49,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.5,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.51,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.52,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.53,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.54,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.55,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.56,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.5700000000000001,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.58,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.59,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.6,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.61,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.62,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.63,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.64,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.65,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.66,1.0,0.5,0.6666666666666666,1,0.6639148965477943,0.1
0.67,0.0,0.0,0.0,0,0.0,0.1
0.68,0.0,0.0,0.0,0,0.0,0.1
0.6900000000000001,0.0,0.0,0.0,0,0.0,0.1
0.7000000000000001,0.0,0.0,0.0,0,0.0,0.1
0.71,0.0,0.0,0.0,0,0.0,0.1
0.72,0.0,0.0,0.0,0,0.0,0.1
0.73,0.0,0.0,0.0,0,0.0,0.1
0.74,0.0,0.0,0.0,0,0.0,0.1
0.75,0.0,0.0,0.0,0,0.0,0.1
0.76,0.0,0.0,0.0,0,0.0,0.1
0.77,0.0,0.0,0.0,0,0.0,0.1
0.78,0.0,0.0,0.0,0,0.0,0.1
0.79,0.0,0.0,0.0,0,0.0,0.1
0.8,0.0,0.0,0.0,0,0.0,0.1
0.81,0.0,0.0,0.0,0,0.0,0.1
0.8200000000000001,0.0,0.0,0.0,0,0.0,0.1
0.8300000000000001,0.0,0.0,0.0,0,0.0,0.1
0.84,0.0,0.0,0.0,0,0.0,0.1
0.85,0.0,0.0,0.0,0,0.0,0.1
0.86,0.0,0.0,0.0,0,0.0,0.1
0.87,0.0,0.0,0.0,0,0.0,0.1
0.88,0.0,0.0,0.0,0,0.0,0.1
0.89,0.0,0.0,0.0,0,0.0,0.1
0.9,0.0,0.0,0.0,0,0.0,0.1
0.91,0.0,0.0,0.0,0,0.0,0.1
0.92,0.0,0.0,0.0,0,0.0,0.1
0.93,0.0,0.0,0.0,0,0.0,0.1
0.9400000000000001,0.0,0.0,0.0,0,0.0,0.1
0.9500000000000001,0.0,0.0,0.0,0,0.0,0.1
0.96,0.0,0.0,0.0,0,0.0,0.1
0.97,0.0,0.0,0.0,0,0.0,0.1
0.98,0.0,0.0,0.0,0,0.0,0.1
0.99,0.0,0.0,0.0,0,0.0,0.1
1.0,0.0,0.0,0.0,0,0.0,0.1
