threshold,precision,recall,f1,alerts,avg_score_alerts,precision_at_10
0.28,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.29,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.3,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.31,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.32,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.33,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.34,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.35000000000000003,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.36,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.37,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.38,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.39,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.4,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.41000000000000003,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.42,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.43,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.44,0.5714285714285714,0.5714285714285714,0.5714285714285714,7,0.7867437657855805,0.4
0.45,0.6666666666666666,0.5714285714285714,0.6153846153846154,6,0.843793652123875,0.4
0.46,0.6666666666666666,0.5714285714285714,0.6153846153846154,6,0.843793652123875,0.4
0.47000000000000003,0.6666666666666666,0.5714285714285714,0.6153846153846154,6,0.843793652123875,0.4
0.48,0.6666666666666666,0.5714285714285714,0.6153846153846154,6,0.843793652123875,0.4
0.49,0.6666666666666666,0.5714285714285714,0.6153846153846154,6,0.843793652123875,0.4
0.5,0.6666666666666666,0.5714285714285714,0.6153846153846154,6,0.843793652123875,0.4
0.51,0.6666666666666666,0.5714285714285714,0.6153846153846154,6,0.843793652123875,0.4
0.52,0.6666666666666666,0.5714285714285714,0.6153846153846154,6,0.843793652123875,0.4
0.53,0.8,0.5714285714285714,0.6666666666666666,5,0.9066666682561237,0.4
0.54,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.55,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.56,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.5700000000000001,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.58,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.59,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.6,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.61,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.62,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.63,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.64,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.65,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.66,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.67,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.68,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.6900000000000001,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.7000000000000001,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.71,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.72,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.73,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.74,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.75,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.76,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.77,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.78,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.79,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.8,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.81,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.8200000000000001,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.8300000000000001,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.84,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.85,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.86,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.87,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.88,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.89,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.9,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.91,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.92,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.93,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.9400000000000001,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.9500000000000001,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.96,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.97,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.98,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
0.99,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
1.0,1.0,0.5714285714285714,0.7272727272727273,4,1.0,0.4
