user_id,total_activities,failed_activities,downloads_count,activity_frequency,sensitive_files_accessed,after_hours_access,total_logins,failed_logins,unique_ips,unique_locations,login_hour_mean,login_hour_std,after_hours_login_rate,weekend_login_rate,avg_session_duration,std_session_duration,login_to_activity_ratio,risk_score,anomaly_score,supervised_score,risk_level,confidence
USER_0001,53,16,12,0.6162790697674418,13,6,16,9,16,3,18.0,0.0,0.0,0.375,0,0,0.3018867924528302,6.717936696598838,0.77478947368888,0.025,High,54.957894737775995
USER_0099,54,13,7,0.6136363636363636,21,9,16,5,16,3,18.0,0.0,0.0,0.3125,0,0,0.2962962962962963,6.712378892674251,0.7264587784681019,0.02,High,45.29175569362038
USER_0010,59,19,19,0.6483516483516484,16,11,18,9,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.3050847457627119,6.6446402172122445,0.6951347086809414,0.01,High,39.02694173618828
USER_0005,49,15,12,0.620253164556962,18,14,22,12,22,3,18.0,0.0,0.0,0.4090909090909091,0,0,0.4489795918367347,6.621715143128684,0.5263734862430005,0.02,High,5.274697248600102
USER_0066,49,13,8,0.550561797752809,17,7,16,5,16,3,18.0,0.0,0.0,0.3125,0,0,0.32653061224489793,6.59392655342053,0.7936198872030586,0.02,High,58.72397744061173
USER_0059,60,18,14,0.7058823529411765,19,9,10,5,10,3,18.0,0.0,0.0,0.1,0,0,0.16666666666666666,6.567277808564233,0.5585706042147909,0.26,High,11.714120842958176
USER_0058,50,13,11,0.5681818181818182,13,6,15,8,15,3,18.0,0.0,0.0,0.4,0,0,0.3,6.5572827295041805,0.7403402676295014,0.065,High,48.06805352590029
USER_0002,55,20,16,0.6111111111111112,18,5,11,6,11,3,18.0,0.0,0.0,0.09090909090909091,0,0,0.2,6.5498782086160965,0.6026999669005677,0.18,High,20.539993380113543
USER_0041,58,19,19,0.6444444444444445,24,16,15,5,15,3,18.0,0.0,0.0,0.26666666666666666,0,0,0.25862068965517243,6.54201666498835,0.6112875763853365,0.02,High,22.2575152770673
USER_0036,61,26,12,0.7093023255813954,22,8,20,12,20,3,18.0,0.0,0.0,0.45,0,0,0.32786885245901637,6.528473320272405,0.41753883698054356,0.005,High,16.49223260389129
USER_0024,63,18,21,0.7,25,15,13,8,13,3,18.0,0.0,0.0,0.23076923076923078,0,0,0.20634920634920634,6.51381390514257,0.42790048089393723,0.08,High,14.419903821212554
USER_0074,55,17,15,0.6111111111111112,18,10,12,4,12,3,18.0,0.0,0.0,0.08333333333333333,0,0,0.21818181818181817,6.491341275690238,0.7494943050976748,0.06,High,49.898861019534955
USER_0045,60,22,10,0.6818181818181818,22,11,10,7,10,3,18.0,0.0,0.0,0.2,0,0,0.16666666666666666,6.437203360706855,0.5207927756605847,0.075,High,4.158555132116937
USER_0020,53,15,16,0.5888888888888889,19,10,25,12,25,3,18.0,0.0,0.0,0.28,0,0,0.4716981132075472,6.433640589828886,0.42891129953095414,0.055,High,14.217740093809173
USER_0096,41,16,12,0.47674418604651164,19,7,10,7,10,3,18.0,0.0,0.0,0.5,0,0,0.24390243902439024,6.388481086237506,0.6149428522045377,0.03,High,22.98857044090754
USER_0071,46,17,11,0.5348837209302325,13,7,10,7,10,3,18.0,0.0,0.0,0.2,0,0,0.21739130434782608,6.318405893442913,0.7425853443284702,0.03,High,48.51706886569404
USER_0075,42,19,11,0.5060240963855421,14,7,11,5,11,3,18.0,0.0,0.0,0.18181818181818182,0,0,0.2619047619047619,6.2323790371569086,0.7608136532984436,0.04,High,52.16273065968873
USER_0025,52,11,14,0.5909090909090909,15,10,12,6,12,3,18.0,0.0,0.0,0.08333333333333333,0,0,0.23076923076923078,6.084211658346856,0.660113974494548,0.045,High,32.0227948989096
USER_0051,50,15,14,0.5952380952380952,19,10,16,5,16,3,18.0,0.0,0.0,0.625,0,0,0.32,6.0686770337644305,0.6289204105148403,0.0,High,25.784082102968053
USER_0053,52,18,13,0.5977011494252874,28,18,12,2,12,3,18.0,0.0,0.0,0.16666666666666666,0,0,0.23076923076923078,5.994167472629466,0.4584439418900855,0.055,Medium,8.311211621982896
USER_0012,47,14,9,0.5340909090909091,22,10,9,3,9,3,18.0,0.0,0.0,0.1111111111111111,0,0,0.19148936170212766,5.97001576718538,0.5806030201373589,0.03,Medium,16.120604027471774
USER_0076,64,23,17,0.735632183908046,31,13,8,6,8,3,18.0,0.0,0.0,0.375,0,0,0.125,5.9179599366178515,0.22395426986874856,0.055,Medium,55.20914602625029
USER_0048,48,15,9,0.5333333333333333,11,7,17,7,17,3,18.0,0.0,0.0,0.29411764705882354,0,0,0.3541666666666667,5.8930529933168305,0.6883842160711431,0.025,Medium,37.67684321422862
USER_0033,57,21,23,0.6333333333333333,23,15,19,7,19,3,18.0,0.0,0.0,0.3157894736842105,0,0,0.3333333333333333,5.883675456485167,0.369467251218066,0.06,Medium,26.106549756386798
USER_0040,64,19,12,0.7032967032967034,16,8,17,6,17,3,18.0,0.0,0.0,0.23529411764705882,0,0,0.265625,5.836593349364231,0.596515848861795,0.015,Medium,19.303169772359
USER_0063,49,12,15,0.550561797752809,16,9,10,3,10,3,18.0,0.0,0.0,0.2,0,0,0.20408163265306123,5.808550409679963,0.6741479710835853,0.045,Medium,34.829594216717055
USER_0079,52,17,11,0.5909090909090909,11,7,11,6,11,3,18.0,0.0,0.0,0.45454545454545453,0,0,0.21153846153846154,5.763100044802696,0.6391102646568954,0.095,Medium,27.82205293137907
USER_0070,66,24,17,0.7333333333333333,15,9,19,12,19,3,18.0,0.0,0.0,0.47368421052631576,0,0,0.2878787878787879,5.6782532139759505,0.37433864911610737,0.005,Medium,25.132270176778526
USER_0038,38,13,9,0.42696629213483145,19,12,11,3,11,3,18.0,0.0,0.0,0.18181818181818182,0,0,0.2894736842105263,5.580204509899246,0.5144808509771155,0.085,Medium,2.896170195423098
USER_0047,41,13,13,0.47126436781609193,20,10,7,4,7,3,18.0,0.0,0.0,0.2857142857142857,0,0,0.17073170731707318,5.57838491139221,0.4803681172489743,0.05,Medium,3.926376550205135
USER_0017,53,19,15,0.654320987654321,12,3,9,5,9,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.16981132075471697,5.566066786815577,0.4438726874873046,0.305,Medium,11.225462502539084
USER_0007,71,17,24,0.8068181818181818,19,13,19,12,19,3,18.0,0.0,0.0,0.47368421052631576,0,0,0.2676056338028169,5.38257719414958,0.2036454506111278,0.005,Medium,59.270909877774436
USER_0046,49,16,14,0.5384615384615384,19,12,13,8,13,2,18.0,0.0,0.0,0.38461538461538464,0,0,0.2653061224489796,5.380216727323318,0.4292458100950383,0.005,Medium,14.150837980992337
USER_0091,43,16,12,0.4725274725274725,12,4,14,5,14,3,18.0,0.0,0.0,0.14285714285714285,0,0,0.32558139534883723,5.368449848175809,0.5932184528273622,0.04,Medium,18.643690565472436
USER_0083,55,23,20,0.625,15,7,9,4,9,3,18.0,0.0,0.0,0.4444444444444444,0,0,0.16363636363636364,5.292303779413789,0.34231557618985287,0.3,Medium,31.536884762029427
USER_0090,55,28,17,0.6179775280898876,20,11,11,2,11,3,18.0,0.0,0.0,0.45454545454545453,0,0,0.2,5.224880426090067,0.42967056735200976,0.095,Medium,14.065886529598048
USER_0060,52,22,15,0.5909090909090909,11,4,13,6,13,3,18.0,0.0,0.0,0.46153846153846156,0,0,0.25,5.1525718251862305,0.5389782097527789,0.025,Medium,7.795641950555776
USER_0094,72,18,9,0.7912087912087912,22,11,15,7,15,3,18.0,0.0,0.0,0.06666666666666667,0,0,0.20833333333333334,5.148336310344111,0.21732601306989854,0.05,Medium,56.534797386020294
USER_0080,35,10,5,0.3977272727272727,17,8,14,6,14,3,18.0,0.0,0.0,0.5,0,0,0.4,5.093372542544142,0.202767098769676,0.26,Medium,59.4465802460648
USER_0087,44,21,14,0.5,13,8,8,6,8,2,18.0,0.0,0.0,0.25,0,0,0.18181818181818182,4.142853069458268,0.28024475737992816,0.08,Medium,43.95104852401437
USER_0028,53,15,13,0.5824175824175825,15,10,7,4,7,2,18.0,0.0,0.0,0.42857142857142855,0,0,0.1320754716981132,3.682891793772565,0.23704591311288026,0.015,Low,52.590817377423946
