user_id,total_activities,failed_activities,downloads_count,activity_frequency,sensitive_files_accessed,after_hours_access,total_logins,failed_logins,unique_ips,unique_locations,login_hour_mean,login_hour_std,after_hours_login_rate,weekend_login_rate,avg_session_duration,std_session_duration,login_to_activity_ratio,risk_score,anomaly_score,supervised_score,risk_level,confidence
USER_0093,42,19,9,0.4666666666666667,18,9,19,11,19,3,18.0,0.0,0.0,0.3157894736842105,0,0,0.4523809523809524,7.792241866392985,0.7347194527733615,0.18,High,46.94389055467229
USER_0019,45,20,11,0.5232558139534884,25,13,12,7,12,3,18.0,0.0,0.0,0.4166666666666667,0,0,0.26666666666666666,7.742954579558399,0.7858999352121805,0.06,High,57.179987042436096
USER_0009,44,18,5,0.5238095238095238,21,9,20,9,20,3,18.0,0.0,0.0,0.4,0,0,0.45454545454545453,7.737926798918354,0.667488612171985,0.25,High,33.49772243439699
USER_0021,53,16,16,0.5955056179775281,23,14,14,10,14,3,18.0,0.0,0.0,0.21428571428571427,0,0,0.2641509433962264,7.7179225786166334,0.7621361746080753,0.005,High,52.42723492161505
USER_0055,52,17,17,0.5714285714285714,21,11,17,7,17,3,18.0,0.0,0.0,0.29411764705882354,0,0,0.3269230769230769,7.672292359836694,0.8987585738301411,0.015,High,79.75171476602823
USER_0039,54,22,11,0.6067415730337079,19,9,14,7,14,3,18.0,0.0,0.0,0.35714285714285715,0,0,0.25925925925925924,7.623347141900581,0.9011593661203063,0.06,High,80.23187322406127
USER_0078,41,19,12,0.45054945054945056,21,11,16,9,16,3,18.0,0.0,0.0,0.4375,0,0,0.3902439024390244,7.582235034537075,0.7448156710766652,0.095,High,48.96313421533305
USER_0062,40,11,10,0.45977011494252873,20,9,21,14,21,3,18.0,0.0,0.0,0.2857142857142857,0,0,0.525,7.533956728469519,0.4471182143754444,0.27,High,10.576357124911118
USER_0073,43,14,7,0.48863636363636365,29,18,14,11,14,3,18.0,0.0,0.0,0.2857142857142857,0,0,0.32558139534883723,7.513944044644699,0.4552659650782253,0.105,High,8.946806984354938
USER_0095,45,18,11,0.5,21,10,22,11,22,3,18.0,0.0,0.0,0.36363636363636365,0,0,0.4888888888888889,7.495721036794244,0.666758600212386,0.075,High,33.3517200424772
USER_0064,48,18,14,0.5393258426966292,21,7,20,8,20,3,18.0,0.0,0.0,0.3,0,0,0.4166666666666667,7.4844248620268825,0.7898274136634028,0.05,High,57.96548273268056
USER_0011,49,21,15,0.5384615384615384,20,7,13,7,13,3,18.0,0.0,0.0,0.23076923076923078,0,0,0.2653061224489796,7.478465804977728,0.8557454835024965,0.04,High,71.14909670049929
USER_0054,42,15,13,0.4666666666666667,20,5,18,10,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.42857142857142855,7.475946026629225,0.7329726817725133,0.06,High,46.59453635450266
USER_0049,41,12,8,0.45555555555555555,19,13,16,9,16,3,18.0,0.0,0.0,0.3125,0,0,0.3902439024390244,7.415356081438083,0.7477330295761107,0.1,High,49.54660591522213
USER_0018,48,16,11,0.5333333333333333,17,10,19,8,19,3,18.0,0.0,0.0,0.3684210526315789,0,0,0.3958333333333333,7.412564167591643,0.8836364336029802,0.03,High,76.72728672059603
USER_0002,55,20,16,0.6111111111111112,18,5,11,6,11,3,18.0,0.0,0.0,0.09090909090909091,0,0,0.2,7.342468171470852,0.5908474576142568,0.46,High,18.169491522851366
USER_0081,53,18,10,0.6022727272727273,20,14,19,9,19,3,18.0,0.0,0.0,0.3684210526315789,0,0,0.3584905660377358,7.3409101698392005,0.7724280032892933,0.01,High,54.485600657858654
USER_0056,46,15,18,0.5054945054945055,20,9,19,11,19,3,18.0,0.0,0.0,0.21052631578947367,0,0,0.41304347826086957,7.272342256364148,0.6801074534919588,0.015,High,36.02149069839176
USER_0059,60,18,14,0.7058823529411765,19,9,10,5,10,3,18.0,0.0,0.0,0.1,0,0,0.16666666666666666,7.257578546316229,0.55114578865279,0.5,High,10.229157730557992
USER_0023,51,18,18,0.5862068965517241,26,11,18,8,18,3,18.0,0.0,0.0,0.1111111111111111,0,0,0.35294117647058826,7.2569577766672335,0.5519929003880069,0.13,High,10.398580077601371
USER_0016,50,14,13,0.5882352941176471,18,9,22,13,22,3,18.0,0.0,0.0,0.4090909090909091,0,0,0.44,7.210843340223649,0.6116912498024559,0.055,High,22.338249960491186
USER_0061,54,17,8,0.6067415730337079,19,12,19,12,19,3,18.0,0.0,0.0,0.21052631578947367,0,0,0.35185185185185186,7.193004202045691,0.6487522025851554,0.015,High,29.750440517031084
USER_0098,42,16,16,0.5185185185185185,26,12,11,5,11,3,18.0,0.0,0.0,0.2727272727272727,0,0,0.2619047619047619,7.157410193451285,0.6979988617268766,0.045,High,39.59977234537533
USER_0084,58,19,18,0.651685393258427,30,17,15,11,15,3,18.0,0.0,0.0,0.4,0,0,0.25862068965517243,7.08825460199246,0.39215005602806907,0.015,High,21.569988794386184
USER_0026,53,22,13,0.6091954022988506,17,9,16,6,16,3,18.0,0.0,0.0,0.375,0,0,0.3018867924528302,7.0880025529406225,0.8739246013687961,0.03,High,74.78492027375923
USER_0015,42,8,15,0.4772727272727273,20,7,17,14,17,3,18.0,0.0,0.0,0.23529411764705882,0,0,0.40476190476190477,7.063807976765793,0.4870810264495128,0.06,High,2.5837947100974423
USER_0050,41,9,9,0.47126436781609193,19,5,17,9,17,3,18.0,0.0,0.0,0.29411764705882354,0,0,0.4146341463414634,7.0489634380461625,0.6036348687281304,0.17,High,20.726973745626086
USER_0027,63,21,11,0.7325581395348837,28,12,18,10,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.2857142857142857,7.036926264426425,0.45216935412503945,0.03,High,9.56612917499211
USER_0085,49,20,13,0.550561797752809,19,8,17,5,17,3,18.0,0.0,0.0,0.4117647058823529,0,0,0.3469387755102041,7.031386554184614,0.8470977906198862,0.03,High,69.41955812397724
USER_0004,50,12,13,0.5813953488372093,23,9,10,5,10,3,18.0,0.0,0.0,0.2,0,0,0.2,7.005784460269994,0.717673073592844,0.065,High,43.53461471856881
USER_0029,37,12,12,0.4111111111111111,22,13,18,9,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.4864864864864865,6.999516586812895,0.5074425107585232,0.185,High,1.4885021517046404
USER_0008,44,14,11,0.4943820224719101,25,14,13,5,13,3,18.0,0.0,0.0,0.46153846153846156,0,0,0.29545454545454547,6.9347905008516975,0.6740374869640765,0.035,High,34.8074973928153
USER_0044,50,22,15,0.5681818181818182,17,8,16,6,16,3,18.0,0.0,0.0,0.375,0,0,0.32,6.896734842744888,0.8336076738198621,0.02,High,66.72153476397243
USER_0030,57,19,12,0.6333333333333333,17,6,15,6,15,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.2631578947368421,6.882975897374029,0.8001679374771479,0.06,High,60.03358749542957
USER_0031,55,19,9,0.6043956043956044,23,9,15,4,15,3,18.0,0.0,0.0,0.2,0,0,0.2727272727272727,6.865072191922657,0.7294592922202958,0.05,High,45.89185844405917
USER_0057,47,19,18,0.5465116279069767,19,9,19,8,19,3,18.0,0.0,0.0,0.21052631578947367,0,0,0.40425531914893614,6.8281648570683515,0.6891495091979634,0.03,High,37.82990183959267
USER_0100,58,17,9,0.651685393258427,18,12,20,11,20,3,18.0,0.0,0.0,0.35,0,0,0.3448275862068966,6.826437839354659,0.62451844601378,0.005,High,24.903689202756006
USER_0082,50,20,17,0.5681818181818182,17,8,16,10,16,3,18.0,0.0,0.0,0.125,0,0,0.32,6.778481318770995,0.6386871499692464,0.05,High,27.737429993849272
USER_0022,46,11,10,0.5054945054945055,23,6,13,5,13,3,18.0,0.0,0.0,0.23076923076923078,0,0,0.2826086956521739,6.771176304139861,0.6477710345603109,0.08,High,29.554206912062185
USER_0068,45,17,14,0.5,18,6,11,7,11,3,18.0,0.0,0.0,0.18181818181818182,0,0,0.24444444444444444,6.759336136157188,0.735600163071555,0.025,High,47.12003261431099
USER_0058,50,13,11,0.5681818181818182,13,6,15,8,15,3,18.0,0.0,0.0,0.4,0,0,0.3,6.748856818728969,0.7169837899356986,0.16,High,43.39675798713971
USER_0097,49,14,15,0.5384615384615384,24,13,9,5,9,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.1836734693877551,6.7408730466561435,0.6722516718022846,0.005,High,34.45033436045692
USER_0035,52,16,9,0.5777777777777777,21,15,12,5,12,3,18.0,0.0,0.0,0.4166666666666667,0,0,0.23076923076923078,6.662361322802753,0.7177043860002272,0.015,High,43.54087720004544
USER_0001,53,16,12,0.6162790697674418,13,6,16,9,16,3,18.0,0.0,0.0,0.375,0,0,0.3018867924528302,6.654175017148272,0.7363490538262386,0.055,High,47.26981076524772
USER_0005,49,15,12,0.620253164556962,18,14,22,12,22,3,18.0,0.0,0.0,0.4090909090909091,0,0,0.4489795918367347,6.650144401330941,0.5334808007935647,0.02,High,6.696160158712949
USER_0024,63,18,21,0.7,25,15,13,8,13,3,18.0,0.0,0.0,0.23076923076923078,0,0,0.20634920634920634,6.634637952795391,0.39810649280714283,0.16,High,20.378701438571433
USER_0099,54,13,7,0.6136363636363636,21,9,16,5,16,3,18.0,0.0,0.0,0.3125,0,0,0.2962962962962963,6.593925950119994,0.6930955428295376,0.025,High,38.61910856590751
USER_0017,53,19,15,0.654320987654321,12,3,9,5,9,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.16981132075471697,6.5726500488954125,0.4967685030072633,0.57,High,0.6462993985473453
USER_0036,61,26,12,0.7093023255813954,22,8,20,12,20,3,18.0,0.0,0.0,0.45,0,0,0.32786885245901637,6.539589904951557,0.40156798315033143,0.03,High,19.686403369933714
USER_0045,60,22,10,0.6818181818181818,22,11,10,7,10,3,18.0,0.0,0.0,0.2,0,0,0.16666666666666666,6.523254603374377,0.5160555863274651,0.11,High,3.211117265493013
USER_0066,49,13,8,0.550561797752809,17,7,16,5,16,3,18.0,0.0,0.0,0.3125,0,0,0.32653061224489793,6.460492618306273,0.7527614034244945,0.03,High,50.552280684898896
USER_0020,53,15,16,0.5888888888888889,19,10,25,12,25,3,18.0,0.0,0.0,0.28,0,0,0.4716981132075472,6.455415836486891,0.43810511119545537,0.05,High,12.378977760908928
USER_0010,59,19,19,0.6483516483516484,16,11,18,9,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.3050847457627119,6.449418751387551,0.642579342224768,0.015,High,28.515868444953597
USER_0074,55,17,15,0.6111111111111112,18,10,12,4,12,3,18.0,0.0,0.0,0.08333333333333333,0,0,0.21818181818181817,6.374093261590108,0.7201823015726423,0.06,High,44.036460314528455
USER_0041,58,19,19,0.6444444444444445,24,16,15,5,15,3,18.0,0.0,0.0,0.26666666666666666,0,0,0.25862068965517243,6.348421442756137,0.562888770827283,0.02,High,12.57775416545659
USER_0083,55,23,20,0.625,15,7,9,4,9,3,18.0,0.0,0.0,0.4444444444444444,0,0,0.16363636363636364,6.312402240133169,0.43984019136969765,0.51,High,12.03196172606047
USER_0096,41,16,12,0.47674418604651164,19,7,10,7,10,3,18.0,0.0,0.0,0.5,0,0,0.24390243902439024,6.215852052472452,0.5642855937632744,0.04,High,12.857118752654873
USER_0071,46,17,11,0.5348837209302325,13,7,10,7,10,3,18.0,0.0,0.0,0.2,0,0,0.21739130434782608,6.186061087439327,0.7094991428275738,0.03,High,41.89982856551475
USER_0033,57,21,23,0.6333333333333333,23,15,19,7,19,3,18.0,0.0,0.0,0.3157894736842105,0,0,0.3333333333333333,5.962074193652726,0.3553169355099558,0.105,Medium,28.93661289800884
USER_0075,42,19,11,0.5060240963855421,14,7,11,5,11,3,18.0,0.0,0.0,0.18181818181818182,0,0,0.2619047619047619,5.960232706652281,0.7040270706722869,0.025,Medium,40.80541413445737
USER_0053,52,18,13,0.5977011494252874,28,18,12,2,12,3,18.0,0.0,0.0,0.16666666666666666,0,0,0.23076923076923078,5.959878176818889,0.41612161793744135,0.1,Medium,16.775676412511732
USER_0076,64,23,17,0.735632183908046,31,13,8,6,8,3,18.0,0.0,0.0,0.375,0,0,0.125,5.910639004967928,0.2108740369562676,0.07,Medium,57.82519260874648
USER_0051,50,15,14,0.5952380952380952,19,10,16,5,16,3,18.0,0.0,0.0,0.625,0,0,0.32,5.889368705945395,0.5728433285600814,0.015,Medium,14.568665712016271
USER_0025,52,11,14,0.5909090909090909,15,10,12,6,12,3,18.0,0.0,0.0,0.08333333333333333,0,0,0.23076923076923078,5.858629162930093,0.5999683506403575,0.05,Medium,19.993670128071493
USER_0048,48,15,9,0.5333333333333333,11,7,17,7,17,3,18.0,0.0,0.0,0.29411764705882354,0,0,0.3541666666666667,5.82024715490665,0.662682756468598,0.035,Medium,32.5365512937196
USER_0040,64,19,12,0.7032967032967034,16,8,17,6,17,3,18.0,0.0,0.0,0.23529411764705882,0,0,0.265625,5.799008486774342,0.583369633214323,0.02,Medium,16.6739266428646
USER_0070,66,24,17,0.7333333333333333,15,9,19,12,19,3,18.0,0.0,0.0,0.47368421052631576,0,0,0.2878787878787879,5.680198594943487,0.37482499435799155,0.005,Medium,25.03500112840169
USER_0012,47,14,9,0.5340909090909091,22,10,9,3,9,3,18.0,0.0,0.0,0.1111111111111111,0,0,0.19148936170212766,5.677666568341666,0.5225157204264301,0.01,Medium,4.503144085286026
USER_0079,52,17,11,0.5909090909090909,11,7,11,6,11,3,18.0,0.0,0.0,0.45454545454545453,0,0,0.21153846153846154,5.628667405296749,0.6055021047804083,0.095,Medium,21.100420956081667
USER_0063,49,12,15,0.550561797752809,16,9,10,3,10,3,18.0,0.0,0.0,0.2,0,0,0.20408163265306123,5.60761307335146,0.6314136370014594,0.035,Medium,26.282727400291872
USER_0080,35,10,5,0.3977272727272727,17,8,14,6,14,3,18.0,0.0,0.0,0.5,0,0,0.4,5.55450139227601,0.2505493112026431,0.35,Medium,49.89013775947137
USER_0046,49,16,14,0.5384615384615384,19,12,13,8,13,2,18.0,0.0,0.0,0.38461538461538464,0,0,0.2653061224489796,5.50855278996165,0.4575798257546213,0.01,Medium,8.484034849075739
USER_0047,41,13,13,0.47126436781609193,20,10,7,4,7,3,18.0,0.0,0.0,0.2857142857142857,0,0,0.17073170731707318,5.460388431690632,0.45836899732357955,0.04,Medium,8.326200535284089
USER_0038,38,13,9,0.42696629213483145,19,12,11,3,11,3,18.0,0.0,0.0,0.18181818181818182,0,0,0.2894736842105263,5.363059419462473,0.4939445783679224,0.04,Medium,1.2110843264155235
USER_0007,71,17,24,0.8068181818181818,19,13,19,12,19,3,18.0,0.0,0.0,0.47368421052631576,0,0,0.2676056338028169,5.19957966756476,0.15789606896492264,0.005,Medium,68.42078620701547
USER_0060,52,22,15,0.5909090909090909,11,4,13,6,13,3,18.0,0.0,0.0,0.46153846153846156,0,0,0.25,5.188619399429687,0.536740103313643,0.04,Medium,7.348020662728594
USER_0094,72,18,9,0.7912087912087912,22,11,15,7,15,3,18.0,0.0,0.0,0.06666666666666667,0,0,0.20833333333333334,5.174168007636887,0.1825339373930924,0.105,Medium,63.493212521381516
USER_0091,43,16,12,0.4725274725274725,12,4,14,5,14,3,18.0,0.0,0.0,0.14285714285714285,0,0,0.32558139534883723,5.160559824728637,0.5149959469655694,0.075,Medium,2.999189393113877
USER_0090,55,28,17,0.6179775280898876,20,11,11,2,11,3,18.0,0.0,0.0,0.45454545454545453,0,0,0.2,5.129439829524018,0.39831041821049756,0.105,Medium,20.337916357900486
USER_0087,44,21,14,0.5,13,8,8,6,8,2,18.0,0.0,0.0,0.25,0,0,0.18181818181818182,4.438117930170244,0.2828109725579219,0.175,Medium,43.43780548841561
USER_0028,53,15,13,0.5824175824175825,15,10,7,4,7,2,18.0,0.0,0.0,0.42857142857142855,0,0,0.1320754716981132,3.7536177314101677,0.25097739752228093,0.02,Low,49.80452049554381
