threshold,precision,recall,f1,alerts,avg_score_alerts,precision_at_10
0.42,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.43,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.44,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.45,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.46,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.47000000000000003,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.48,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.49,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.5,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.51,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.52,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.53,1.0,0.8571428571428571,0.9230769230769231,6,0.8512100627024969,0.7
0.54,1.0,0.7142857142857143,0.8333333333333334,5,0.9150675217310587,0.7
0.55,1.0,0.7142857142857143,0.8333333333333334,5,0.9150675217310587,0.7
0.56,1.0,0.7142857142857143,0.8333333333333334,5,0.9150675217310587,0.7
0.5700000000000001,1.0,0.7142857142857143,0.8333333333333334,5,0.9150675217310587,0.7
0.58,1.0,0.7142857142857143,0.8333333333333334,5,0.9150675217310587,0.7
0.59,1.0,0.7142857142857143,0.8333333333333334,5,0.9150675217310587,0.7
0.6,1.0,0.7142857142857143,0.8333333333333334,5,0.9150675217310587,0.7
0.61,1.0,0.7142857142857143,0.8333333333333334,5,0.9150675217310587,0.7
0.62,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.63,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.64,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.65,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.66,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.67,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.68,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.6900000000000001,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.7000000000000001,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.71,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.72,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.73,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.74,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.75,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.76,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.77,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.78,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.79,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.8,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.81,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.8200000000000001,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.8300000000000001,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.84,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.85,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.86,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.87,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.88,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.89,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.9,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.91,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.92,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.93,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.9400000000000001,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.9500000000000001,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.96,1.0,0.5714285714285714,0.7272727272727273,4,0.9907407412926356,0.7
0.97,1.0,0.42857142857142855,0.6,3,1.0,0.7
0.98,1.0,0.42857142857142855,0.6,3,1.0,0.7
0.99,1.0,0.42857142857142855,0.6,3,1.0,0.7
1.0,1.0,0.42857142857142855,0.6,3,1.0,0.7
