threshold,precision,recall,f1,alerts,avg_score_alerts,precision_at_10
0.66,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.67,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.68,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.6900000000000001,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.7000000000000001,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.71,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.72,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.73,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.74,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.75,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.76,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.77,1.0,0.625,0.7692307692307693,5,0.9550112326939901,0.6
0.78,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.79,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.8,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.81,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.8200000000000001,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.8300000000000001,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.84,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.85,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.86,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.87,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.88,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.89,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.9,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.91,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.92,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.93,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.9400000000000001,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.9500000000000001,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.96,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.97,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.98,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
0.99,1.0,0.5,0.6666666666666666,4,0.999319593111674,0.6
1.0,1.0,0.375,0.5454545454545454,3,1.0,0.6
