user_id,total_activities,failed_activities,downloads_count,activity_frequency,sensitive_files_accessed,after_hours_access,total_logins,failed_logins,unique_ips,unique_locations,login_hour_mean,login_hour_std,after_hours_login_rate,weekend_login_rate,avg_session_duration,std_session_duration,login_to_activity_ratio,risk_score,anomaly_score,supervised_score,risk_level,confidence
USER_0013,42,19,11,0.4666666666666667,20,11,17,9,17,3,18.0,0.0,0.0,0.35294117647058826,0,0,0.40476190476190477,7.691990885549381,0.8676981822168381,0.0,High,73.53963644336763
USER_0042,42,16,11,0.46153846153846156,23,10,13,7,13,3,18.0,0.0,0.0,0.23076923076923078,0,0,0.30952380952380953,7.685670372396845,0.8649659801959855,0.0,High,72.9931960391971
USER_0055,52,17,17,0.5714285714285714,21,11,17,7,17,3,18.0,0.0,0.0,0.29411764705882354,0,0,0.3269230769230769,7.633534012507578,0.9003189869978623,0.0,High,80.06379739957245
USER_0072,54,16,11,0.6206896551724138,31,13,13,7,13,3,18.0,0.0,0.0,0.38461538461538464,0,0,0.24074074074074073,7.619484340092174,0.6548710850230435,0.0,High,30.974217004608697
USER_0092,47,11,13,0.5164835164835165,21,13,15,10,15,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.3191489361702128,7.607434429576399,0.7866512341222103,0.0,High,57.33024682444206
USER_0019,45,20,11,0.5232558139534884,25,13,12,7,12,3,18.0,0.0,0.0,0.4166666666666667,0,0,0.26666666666666666,7.539197992885124,0.7799607885438616,0.0,High,55.992157708772325
USER_0039,54,22,11,0.6067415730337079,19,9,14,7,14,3,18.0,0.0,0.0,0.35714285714285715,0,0,0.25925925925925924,7.450434577025878,0.9029312249016308,0.0,High,80.58624498032616
USER_0011,49,21,15,0.5384615384615384,20,7,13,7,13,3,18.0,0.0,0.0,0.23076923076923078,0,0,0.2653061224489796,7.378332065733476,0.8607120486914335,0.0,High,72.14240973828669
USER_0064,48,18,14,0.5393258426966292,21,7,20,8,20,3,18.0,0.0,0.0,0.3,0,0,0.4166666666666667,7.329220797553159,0.7885263975449717,0.0,High,57.70527950899434
USER_0018,48,16,11,0.5333333333333333,17,10,19,8,19,3,18.0,0.0,0.0,0.3684210526315789,0,0,0.3958333333333333,7.305367326246033,0.8793372232665776,0.0,High,75.86744465331552
USER_0081,53,18,10,0.6022727272727273,20,14,19,9,19,3,18.0,0.0,0.0,0.3684210526315789,0,0,0.3584905660377358,7.300293626737013,0.7697738675137463,0.0,High,53.95477350274926
USER_0078,41,19,12,0.45054945054945056,21,11,16,9,16,3,18.0,0.0,0.0,0.4375,0,0,0.3902439024390244,7.2919246967389,0.7434880866271214,0.0,High,48.69761732542428
USER_0054,42,15,13,0.4666666666666667,20,5,18,10,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.42857142857142855,7.2863597242909215,0.7305761061879376,0.0,High,46.11522123758751
USER_0095,45,18,11,0.5,21,10,22,11,22,3,18.0,0.0,0.0,0.36363636363636365,0,0,0.4888888888888889,7.264678035753663,0.6652478499522407,0.0,High,33.04956999044815
USER_0093,42,19,9,0.4666666666666667,18,9,19,11,19,3,18.0,0.0,0.0,0.3157894736842105,0,0,0.4523809523809524,7.249576969142933,0.7340532284608485,0.0,High,46.81064569216971
USER_0056,46,15,18,0.5054945054945055,20,9,19,11,19,3,18.0,0.0,0.0,0.21052631578947367,0,0,0.41304347826086957,7.225648465934192,0.6796840058844698,0.0,High,35.93680117689395
USER_0073,43,14,7,0.48863636363636365,29,18,14,11,14,3,18.0,0.0,0.0,0.2857142857142857,0,0,0.32558139534883723,7.1872239714250075,0.45233594677330247,0.0,High,9.532810645339506
USER_0061,54,17,8,0.6067415730337079,19,12,19,12,19,3,18.0,0.0,0.0,0.21052631578947367,0,0,0.35185185185185186,7.146257183321796,0.6483154479041816,0.0,High,29.66308958083632
USER_0049,41,12,8,0.45555555555555555,19,13,16,9,16,3,18.0,0.0,0.0,0.3125,0,0,0.3902439024390244,7.1072600123799665,0.7457090123115815,0.0,High,49.1418024623163
USER_0084,58,19,18,0.651685393258427,30,17,15,11,15,3,18.0,0.0,0.0,0.4,0,0,0.25862068965517243,7.052021501619585,0.3943417809348501,0.0,High,21.131643813029978
USER_0098,42,16,16,0.5185185185185185,26,12,11,5,11,3,18.0,0.0,0.0,0.2727272727272727,0,0,0.2619047619047619,7.031587895895168,0.7002932873378472,0.0,High,40.05865746756945
USER_0016,50,14,13,0.5882352941176471,18,9,22,13,22,3,18.0,0.0,0.0,0.4090909090909091,0,0,0.44,7.028920249768628,0.607460477188701,0.0,High,21.4920954377402
USER_0086,43,10,9,0.5119047619047619,22,11,21,13,21,3,18.0,0.0,0.0,0.19047619047619047,0,0,0.4883720930232558,7.015340087874643,0.48456397043954447,0.030303030303030293,High,3.0872059120911066
USER_0026,53,22,13,0.6091954022988506,17,9,16,6,16,3,18.0,0.0,0.0,0.375,0,0,0.3018867924528302,7.012610266343897,0.8775765297196145,0.0,High,75.51530594392291
USER_0009,44,18,5,0.5238095238095238,21,9,20,9,20,3,18.0,0.0,0.0,0.4,0,0,0.45454545454545453,6.994387958645522,0.6691039021037767,0.0,High,33.820780420755334
USER_0027,63,21,11,0.7325581395348837,28,12,18,10,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.2857142857142857,6.954225722215919,0.45399421857241296,0.0,High,9.20115628551741
USER_0085,49,20,13,0.550561797752809,19,8,17,5,17,3,18.0,0.0,0.0,0.4117647058823529,0,0,0.3469387755102041,6.947136446129521,0.848535263606113,0.0,High,69.7070527212226
USER_0015,42,8,15,0.4772727272727273,20,7,17,14,17,3,18.0,0.0,0.0,0.23529411764705882,0,0,0.40476190476190477,6.883696914096469,0.4870532607821817,0.0,High,2.5893478435636608
USER_0023,51,18,18,0.5862068965517241,26,11,18,8,18,3,18.0,0.0,0.0,0.1111111111111111,0,0,0.35294117647058826,6.862805037815125,0.5509547156749794,0.0,High,10.190943134995889
USER_0044,50,22,15,0.5681818181818182,17,8,16,6,16,3,18.0,0.0,0.0,0.375,0,0,0.32,6.848221244021913,0.8364792741391185,0.0,High,67.2958548278237
USER_0004,50,12,13,0.5813953488372093,23,9,10,5,10,3,18.0,0.0,0.0,0.2,0,0,0.2,6.8343270610492555,0.7235587237876594,0.0,High,44.71174475753188
USER_0008,44,14,11,0.4943820224719101,25,14,13,5,13,3,18.0,0.0,0.0,0.46153846153846156,0,0,0.29545454545454547,6.817802793024455,0.671040560007266,0.0,High,34.208112001453195
USER_0100,58,17,9,0.651685393258427,18,12,20,11,20,3,18.0,0.0,0.0,0.35,0,0,0.3448275862068966,6.805272488467688,0.6229771082920372,0.0,High,24.595421658407446
USER_0057,47,19,18,0.5465116279069767,19,9,19,8,19,3,18.0,0.0,0.0,0.21052631578947367,0,0,0.40425531914893614,6.744146024354139,0.6906448010194104,0.0,High,38.12896020388208
USER_0097,49,14,15,0.5384615384615384,24,13,9,5,9,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.1836734693877551,6.7370871169721775,0.6750551893812933,0.0,High,35.011037876258655
USER_0031,55,19,9,0.6043956043956044,23,9,15,4,15,3,18.0,0.0,0.0,0.2,0,0,0.2727272727272727,6.73057316445395,0.7333345353531189,0.0,High,46.66690707062378
USER_0030,57,19,12,0.6333333333333333,17,6,15,6,15,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.2631578947368421,6.723573930336377,0.8053174457177348,0.0,High,61.06348914354696
USER_0062,40,11,10,0.45977011494252873,20,9,21,14,21,3,18.0,0.0,0.0,0.2857142857142857,0,0,0.525,6.722424504085878,0.4467351582795339,0.0,High,10.652968344093217
USER_0068,45,17,14,0.5,18,6,11,7,11,3,18.0,0.0,0.0,0.18181818181818182,0,0,0.24444444444444444,6.7133306472439855,0.7428487908432545,0.0,High,48.5697581686509
USER_0082,50,20,17,0.5681818181818182,17,8,16,10,16,3,18.0,0.0,0.0,0.125,0,0,0.32,6.630140679175442,0.6391019900703581,0.0,High,27.820398014071614
USER_0035,52,16,9,0.5777777777777777,21,15,12,5,12,3,18.0,0.0,0.0,0.4166666666666667,0,0,0.23076923076923078,6.623986859546922,0.7193607701862696,0.0,High,43.87215403725393
USER_0005,49,15,12,0.620253164556962,18,14,22,12,22,3,18.0,0.0,0.0,0.4090909090909091,0,0,0.4489795918367347,6.564693253432271,0.5271180138188972,0.0,High,5.423602763779445
USER_0022,46,11,10,0.5054945054945055,23,6,13,5,13,3,18.0,0.0,0.0,0.23076923076923078,0,0,0.2826086956521739,6.534905720785008,0.6487033887215976,0.0,High,29.74067774431952
USER_0050,41,9,9,0.47126436781609193,19,5,17,9,17,3,18.0,0.0,0.0,0.29411764705882354,0,0,0.4146341463414634,6.532878131161554,0.6021135420069783,0.0,High,20.42270840139566
USER_0099,54,13,7,0.6136363636363636,21,9,16,5,16,3,18.0,0.0,0.0,0.3125,0,0,0.2962962962962963,6.519419999566969,0.6932190551912814,0.0,High,38.643811038256274
USER_0001,53,16,12,0.6162790697674418,13,6,16,9,16,3,18.0,0.0,0.0,0.375,0,0,0.3018867924528302,6.488456325349404,0.7361693808765215,0.0,High,47.2338761753043
USER_0036,61,26,12,0.7093023255813954,22,8,20,12,20,3,18.0,0.0,0.0,0.45,0,0,0.32786885245901637,6.452002178041733,0.4021710514228755,0.0,High,19.5657897154249
USER_0029,37,12,12,0.4111111111111111,22,13,18,9,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.4864864864864865,6.439877740680807,0.5062827992255015,0.0,High,1.2565598451002913
USER_0002,55,20,16,0.6111111111111112,18,5,11,6,11,3,18.0,0.0,0.0,0.09090909090909091,0,0,0.2,6.428340877120421,0.6145789892281486,0.12364885973133395,High,22.915797845629715
USER_0010,59,19,19,0.6483516483516484,16,11,18,9,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.3050847457627119,6.417622028052265,0.6458801613909466,0.0,High,29.176032278189325
USER_0066,49,13,8,0.550561797752809,17,7,16,5,16,3,18.0,0.0,0.0,0.3125,0,0,0.32653061224489793,6.364293933656945,0.7512117322621623,0.0,High,50.242346452432464
USER_0041,58,19,19,0.6444444444444445,24,16,15,5,15,3,18.0,0.0,0.0,0.26666666666666666,0,0,0.25862068965517243,6.313554294304688,0.5691719837144208,0.0,High,13.83439674288416
USER_0020,53,15,16,0.5888888888888889,19,10,25,12,25,3,18.0,0.0,0.0,0.28,0,0,0.4716981132075472,6.2926754791798984,0.4349200218687074,0.0,High,13.015995626258526
USER_0074,55,17,15,0.6111111111111112,18,10,12,4,12,3,18.0,0.0,0.0,0.08333333333333333,0,0,0.21818181818181817,6.275945260686055,0.7406453013466291,0.0,High,48.12906026932582
USER_0058,50,13,11,0.5681818181818182,13,6,15,8,15,3,18.0,0.0,0.0,0.4,0,0,0.3,6.2575455593694205,0.7141559750958115,0.0,High,42.83119501916231
USER_0045,60,22,10,0.6818181818181818,22,11,10,7,10,3,18.0,0.0,0.0,0.2,0,0,0.16666666666666666,6.220342375107572,0.5228275292607638,0.0,High,4.5655058521527625
USER_0059,60,18,14,0.7058823529411765,19,9,10,5,10,3,18.0,0.0,0.0,0.1,0,0,0.16666666666666666,6.202311246654148,0.5773487265831194,0.11330698287220027,High,15.469745316623884
USER_0024,63,18,21,0.7,25,15,13,8,13,3,18.0,0.0,0.0,0.23076923076923078,0,0,0.20634920634920634,6.1945190913212205,0.40807677743860027,0.0,High,18.384644512279948
USER_0071,46,17,11,0.5348837209302325,13,7,10,7,10,3,18.0,0.0,0.0,0.2,0,0,0.21739130434782608,6.124204489395366,0.7165349933165834,0.0,High,43.30699866331669
USER_0096,41,16,12,0.47674418604651164,19,7,10,7,10,3,18.0,0.0,0.0,0.5,0,0,0.24390243902439024,6.097070029770907,0.564590088087888,0.0,High,12.918017617577604
USER_0075,42,19,11,0.5060240963855421,14,7,11,5,11,3,18.0,0.0,0.0,0.18181818181818182,0,0,0.2619047619047619,5.9146851743883815,0.7113901876063119,0.0,Medium,42.27803752126238
USER_0051,50,15,14,0.5952380952380952,19,10,16,5,16,3,18.0,0.0,0.0,0.625,0,0,0.32,5.856080304546945,0.5757712282104691,0.0,Medium,15.154245642093823
USER_0025,52,11,14,0.5909090909090909,15,10,12,6,12,3,18.0,0.0,0.0,0.08333333333333333,0,0,0.23076923076923078,5.7611604756873,0.6131011788296591,0.0,Medium,22.620235765931817
USER_0040,64,19,12,0.7032967032967034,16,8,17,6,17,3,18.0,0.0,0.0,0.23529411764705882,0,0,0.265625,5.758884661892463,0.5883386769938532,0.0,Medium,17.667735398770645
USER_0048,48,15,9,0.5333333333333333,11,7,17,7,17,3,18.0,0.0,0.0,0.29411764705882354,0,0,0.3541666666666667,5.720100186110611,0.6638960142695882,0.0,Medium,32.779202853917646
USER_0076,64,23,17,0.735632183908046,31,13,8,6,8,3,18.0,0.0,0.0,0.375,0,0,0.125,5.719562297775084,0.2156048601580569,0.0,Medium,56.87902796838862
USER_0053,52,18,13,0.5977011494252874,28,18,12,2,12,3,18.0,0.0,0.0,0.16666666666666666,0,0,0.23076923076923078,5.6821662078748725,0.4216936257014371,0.0,Medium,15.66127485971258
USER_0070,66,24,17,0.7333333333333333,15,9,19,12,19,3,18.0,0.0,0.0,0.47368421052631576,0,0,0.2878787878787879,5.675009718819134,0.3772777753269033,0.0,Medium,24.544444934619335
USER_0012,47,14,9,0.5340909090909091,22,10,9,3,9,3,18.0,0.0,0.0,0.1111111111111111,0,0,0.19148936170212766,5.657467377136152,0.5249659226250518,0.0,Medium,4.9931845250103635
USER_0033,57,21,23,0.6333333333333333,23,15,19,7,19,3,18.0,0.0,0.0,0.3157894736842105,0,0,0.3333333333333333,5.648623907150268,0.3557043638843414,0.0,Medium,28.85912722313172
USER_0063,49,12,15,0.550561797752809,16,9,10,3,10,3,18.0,0.0,0.0,0.2,0,0,0.20408163265306123,5.544715354578315,0.6419392073081733,0.0,Medium,28.387841461634665
USER_0046,49,16,14,0.5384615384615384,19,12,13,8,13,2,18.0,0.0,0.0,0.38461538461538464,0,0,0.2653061224489796,5.478607645350492,0.45759353960183174,0.0,Medium,8.48129207963365
USER_0083,55,23,20,0.625,15,7,9,4,9,3,18.0,0.0,0.0,0.4444444444444444,0,0,0.16363636363636364,5.3923006522861305,0.47027922128540856,0.16271409749670607,Medium,5.944155742918289
USER_0017,53,19,15,0.654320987654321,12,3,9,5,9,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.16981132075471697,5.381465315294213,0.525517794526486,0.1346060334406367,Medium,5.10355890529719
USER_0079,52,17,11,0.5909090909090909,11,7,11,6,11,3,18.0,0.0,0.0,0.45454545454545453,0,0,0.21153846153846154,5.368161044710817,0.6116255146339256,0.0,Medium,22.325102926785114
USER_0047,41,13,13,0.47126436781609193,20,10,7,4,7,3,18.0,0.0,0.0,0.2857142857142857,0,0,0.17073170731707318,5.355188693727699,0.46206906283284654,0.0,Medium,7.586187433430691
USER_0038,38,13,9,0.42696629213483145,19,12,11,3,11,3,18.0,0.0,0.0,0.18181818181818182,0,0,0.2894736842105263,5.25181695528827,0.49613396232437157,0.0,Medium,0.7732075351256862
USER_0007,71,17,24,0.8068181818181818,19,13,19,12,19,3,18.0,0.0,0.0,0.47368421052631576,0,0,0.2676056338028169,5.1968657887035405,0.1609675992496177,0.0,Medium,67.80648015007647
USER_0060,52,22,15,0.5909090909090909,11,4,13,6,13,3,18.0,0.0,0.0,0.46153846153846156,0,0,0.25,5.113227959577857,0.5478922433506856,0.0,Medium,9.57844867013713
USER_0091,43,16,12,0.4725274725274725,12,4,14,5,14,3,18.0,0.0,0.0,0.14285714285714285,0,0,0.32558139534883723,4.950016060559309,0.5186100059232375,0.0,Medium,3.7220011846474943
USER_0094,72,18,9,0.7912087912087912,22,11,15,7,15,3,18.0,0.0,0.0,0.06666666666666667,0,0,0.20833333333333334,4.868636397994196,0.1849010349824199,0.0,Medium,63.01979300351602
USER_0090,55,28,17,0.6179775280898876,20,11,11,2,11,3,18.0,0.0,0.0,0.45454545454545453,0,0,0.2,4.840474677573222,0.4048191302227985,0.0,Medium,19.036173955440304
USER_0080,35,10,5,0.3977272727272727,17,8,14,6,14,3,18.0,0.0,0.0,0.5,0,0,0.4,4.490304428280578,0.24700007020378514,0.0,Medium,50.59998595924298
USER_0087,44,21,14,0.5,13,8,8,6,8,2,18.0,0.0,0.0,0.25,0,0,0.18181818181818182,3.935386130448272,0.28837802262742906,0.0,Low,42.32439547451419
USER_0028,53,15,13,0.5824175824175825,15,10,7,4,7,2,18.0,0.0,0.0,0.42857142857142855,0,0,0.1320754716981132,3.7095284998847196,0.2549550896409188,0.0,Low,49.00898207181624
