user_id,total_activities,failed_activities,downloads_count,activity_frequency,activity_hour_mean,activity_hour_std,activity_after_hours_rate,activity_weekend_rate,sensitive_files_accessed,after_hours_access,sensitive_after_hours_rate,total_logins,failed_logins,failed_login_rate,unique_ips,unique_locations,login_hour_mean,login_hour_std,after_hours_login_rate,weekend_login_rate,avg_session_duration,std_session_duration,login_to_activity_ratio,download_rate,risk_score,anomaly_score,supervised_score,risk_level,confidence
USER_0011,49,21,15,0.5384615384615384,18.0,0.0,0.0,0.30612244897959184,20,7,0.35,13,7,0.5384615384615384,13,3,18.0,0.0,0.0,0.23076923076923078,0,0,0.2653061224489796,0.30612244897959184,7.298658064386214,0.840793548354618,0.0,High,68.15870967092359
USER_0050,41,9,9,0.47126436781609193,18.0,0.0,0.0,0.43902439024390244,19,5,0.2631578947368421,17,9,0.5294117647058824,17,3,18.0,0.0,0.0,0.29411764705882354,0,0,0.4146341463414634,0.21951219512195122,7.2771242203055335,0.5029015104894101,0.3803647384047508,High,0.5803020978820239
USER_0081,53,18,10,0.6022727272727273,18.0,0.0,0.0,0.24528301886792453,20,14,0.7,19,9,0.47368421052631576,19,3,18.0,0.0,0.0,0.3684210526315789,0,0,0.3584905660377358,0.18867924528301888,7.2397735208847305,0.7546438410506757,0.0,High,50.928768210135146
USER_0084,58,19,18,0.651685393258427,18.0,0.0,0.0,0.25862068965517243,30,17,0.5666666666666667,15,11,0.7333333333333333,15,3,18.0,0.0,0.0,0.4,0,0,0.25862068965517243,0.3103448275862069,7.2181796415244035,0.43588131591105483,0.0,High,12.823736817789033
USER_0027,63,21,11,0.7325581395348837,18.0,0.0,0.0,0.23809523809523808,28,12,0.42857142857142855,18,10,0.5555555555555556,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.2857142857142857,0.1746031746031746,7.207549076483534,0.4980942871921453,0.025641026596228283,High,0.3811425615709352
USER_0008,44,14,11,0.4943820224719101,18.0,0.0,0.0,0.36363636363636365,25,14,0.56,13,5,0.38461538461538464,13,3,18.0,0.0,0.0,0.46153846153846156,0,0,0.29545454545454547,0.25,7.191323709757389,0.7019207891904995,0.08333333333333333,High,40.384157838099895
USER_0032,57,22,14,0.6263736263736264,18.0,0.0,0.0,0.3157894736842105,13,7,0.5384615384615384,10,4,0.4,10,3,18.0,0.0,0.0,0.1,0,0,0.17543859649122806,0.24561403508771928,7.184980878129446,0.5263719476429606,0.75,High,5.274389528592116
USER_0049,41,12,8,0.45555555555555555,18.0,0.0,0.0,0.24390243902439024,19,13,0.6842105263157895,16,9,0.5625,16,3,18.0,0.0,0.0,0.3125,0,0,0.3902439024390244,0.1951219512195122,7.156478592550222,0.7387828874069742,0.025641026596228283,High,47.756577481394835
USER_0073,43,14,7,0.48863636363636365,18.0,0.0,0.0,0.18604651162790697,29,18,0.6206896551724138,14,11,0.7857142857142857,14,3,18.0,0.0,0.0,0.2857142857142857,0,0,0.32558139534883723,0.16279069767441862,7.085080871571918,0.4186960188325637,0.010805537303288778,High,16.260796233487262
USER_0062,40,11,10,0.45977011494252873,18.0,0.0,0.0,0.325,20,9,0.45,21,14,0.6666666666666666,21,3,18.0,0.0,0.0,0.2857142857142857,0,0,0.525,0.25,7.071771188081388,0.49565275396818115,0.05122543374697367,High,0.8694492063637704
USER_0004,50,12,13,0.5813953488372093,18.0,0.0,0.0,0.32,23,9,0.391304347826087,10,5,0.5,10,3,18.0,0.0,0.0,0.2,0,0,0.2,0.26,7.048454495526301,0.7578598124597498,0.025641026596228283,High,51.571962491949954
USER_0058,50,13,11,0.5681818181818182,18.0,0.0,0.0,0.26,13,6,0.46153846153846156,15,8,0.5333333333333333,15,3,18.0,0.0,0.0,0.4,0,0,0.3,0.22,7.044210520478954,0.8420145971463389,0.09174349096914132,High,68.40291942926777
USER_0092,47,11,13,0.5164835164835165,18.0,0.0,0.0,0.44680851063829785,21,13,0.6190476190476191,15,10,0.6666666666666666,15,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.3191489361702128,0.2765957446808511,7.009085335548827,0.637063960615317,0.0,High,27.4127921230634
USER_0026,53,22,13,0.6091954022988506,18.0,0.0,0.0,0.24528301886792453,17,9,0.5294117647058824,16,6,0.375,16,3,18.0,0.0,0.0,0.375,0,0,0.3018867924528302,0.24528301886792453,6.994078418857285,0.8729435678479616,0.0,High,74.58871356959231
USER_0054,42,15,13,0.4666666666666667,18.0,0.0,0.0,0.23809523809523808,20,5,0.25,18,10,0.5555555555555556,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.42857142857142855,0.30952380952380953,6.947770196377229,0.6266979542623435,0.025641026596228283,High,25.339590852468707
USER_0097,49,14,15,0.5384615384615384,18.0,0.0,0.0,0.30612244897959184,24,13,0.5416666666666666,9,5,0.5555555555555556,9,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.1836734693877551,0.30612244897959184,6.910969307546847,0.7185257370249608,0.0,High,43.70514740499216
USER_0001,53,16,12,0.6162790697674418,18.0,0.0,0.0,0.2830188679245283,13,6,0.46153846153846156,16,9,0.5625,16,3,18.0,0.0,0.0,0.375,0,0,0.3018867924528302,0.22641509433962265,6.900010173214281,0.8390578428427409,0.0,High,67.81156856854818
USER_0098,42,16,16,0.5185185185185185,18.0,0.0,0.0,0.23809523809523808,26,12,0.46153846153846156,11,5,0.45454545454545453,11,3,18.0,0.0,0.0,0.2727272727272727,0,0,0.2619047619047619,0.38095238095238093,6.8899395664859115,0.6194266581763368,0.06060606241226196,High,23.88533163526736
USER_0068,45,17,14,0.5,18.0,0.0,0.0,0.35555555555555557,18,6,0.3333333333333333,11,7,0.6363636363636364,11,3,18.0,0.0,0.0,0.18181818181818182,0,0,0.24444444444444444,0.3111111111111111,6.873611075485783,0.6844970113404028,0.13122918208440146,High,36.89940226808055
USER_0082,50,20,17,0.5681818181818182,18.0,0.0,0.0,0.3,17,8,0.47058823529411764,16,10,0.625,16,3,18.0,0.0,0.0,0.125,0,0,0.32,0.34,6.824278977722052,0.6876365647070106,0.0,High,37.52731294140212
USER_0085,49,20,13,0.550561797752809,18.0,0.0,0.0,0.22448979591836735,19,8,0.42105263157894735,17,5,0.29411764705882354,17,3,18.0,0.0,0.0,0.4117647058823529,0,0,0.3469387755102041,0.2653061224489796,6.80523610129344,0.7938294074499215,0.025641026596228283,High,58.765881489984295
USER_0061,54,17,8,0.6067415730337079,18.0,0.0,0.0,0.2962962962962963,19,12,0.631578947368421,19,12,0.631578947368421,19,3,18.0,0.0,0.0,0.21052631578947367,0,0,0.35185185185185186,0.14814814814814814,6.776077439484714,0.5557705119449112,0.0,High,11.154102388982245
USER_0022,46,11,10,0.5054945054945055,18.0,0.0,0.0,0.2826086956521739,23,6,0.2608695652173913,13,5,0.38461538461538464,13,3,18.0,0.0,0.0,0.23076923076923078,0,0,0.2826086956521739,0.21739130434782608,6.750804603855877,0.6401781094893148,0.08333333333333333,High,28.03562189786295
USER_0056,46,15,18,0.5054945054945055,18.0,0.0,0.0,0.1956521739130435,20,9,0.45,19,11,0.5789473684210527,19,3,18.0,0.0,0.0,0.21052631578947367,0,0,0.41304347826086957,0.391304347826087,6.698319484944494,0.5478517606370452,0.0,High,9.570352127409043
USER_0036,61,26,12,0.7093023255813954,18.0,0.0,0.0,0.26229508196721313,22,8,0.36363636363636365,20,12,0.6,20,3,18.0,0.0,0.0,0.45,0,0,0.32786885245901637,0.19672131147540983,6.687255166656611,0.4155297517673983,0.06060606241226196,High,16.894049646520337
USER_0100,58,17,9,0.651685393258427,18.0,0.0,0.0,0.29310344827586204,18,12,0.6666666666666666,20,11,0.55,20,3,18.0,0.0,0.0,0.35,0,0,0.3448275862068966,0.15517241379310345,6.676728231029487,0.5908410439324869,0.0,High,18.168208786497388
USER_0029,37,12,12,0.4111111111111111,18.0,0.0,0.0,0.3783783783783784,22,13,0.5909090909090909,18,9,0.5,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.4864864864864865,0.32432432432432434,6.665126986224457,0.49487448785582666,0.09029416367411613,High,1.0251024288346677
USER_0057,47,19,18,0.5465116279069767,18.0,0.0,0.0,0.2553191489361702,19,9,0.47368421052631576,19,8,0.42105263157894735,19,3,18.0,0.0,0.0,0.21052631578947367,0,0,0.40425531914893614,0.3829787234042553,6.653275870472887,0.648696492601926,0.025641026596228283,High,29.739298520385194
USER_0030,57,19,12,0.6333333333333333,18.0,0.0,0.0,0.22807017543859648,17,6,0.35294117647058826,15,6,0.4,15,3,18.0,0.0,0.0,0.3333333333333333,0,0,0.2631578947368421,0.21052631578947367,6.5356542547833225,0.7391067568823001,0.025641026596228283,High,47.82135137646002
USER_0015,42,8,15,0.4772727272727273,18.0,0.0,0.0,0.2857142857142857,20,7,0.35,17,14,0.8235294117647058,17,3,18.0,0.0,0.0,0.23529411764705882,0,0,0.40476190476190477,0.35714285714285715,6.490189239614875,0.38867634216178315,0.0,High,22.26473156764337
USER_0010,59,19,19,0.6483516483516484,18.0,0.0,0.0,0.3050847457627119,16,11,0.6875,18,9,0.5,18,3,18.0,0.0,0.0,0.2777777777777778,0,0,0.3050847457627119,0.3220338983050847,6.432362373054471,0.6495652476414981,0.0,High,29.91304952829963
USER_0005,49,15,12,0.620253164556962,18.0,0.0,0.0,0.30612244897959184,18,14,0.7777777777777778,22,12,0.5454545454545454,22,3,18.0,0.0,0.0,0.4090909090909091,0,0,0.4489795918367347,0.24489795918367346,6.40892273756938,0.48817538485317435,0.0,High,2.364923029365129
USER_0031,55,19,9,0.6043956043956044,18.0,0.0,0.0,0.2545454545454545,23,9,0.391304347826087,15,4,0.26666666666666666,15,3,18.0,0.0,0.0,0.2,0,0,0.2727272727272727,0.16363636363636364,6.3846485485327,0.6468533813728063,0.0,High,29.37067627456127
USER_0066,49,13,8,0.550561797752809,18.0,0.0,0.0,0.30612244897959184,17,7,0.4117647058823529,16,5,0.3125,16,3,18.0,0.0,0.0,0.3125,0,0,0.32653061224489793,0.16326530612244897,6.353200534519227,0.7484383824777332,0.0,High,49.68767649554664
USER_0024,63,18,21,0.7,18.0,0.0,0.0,0.36507936507936506,25,15,0.6,13,8,0.6153846153846154,13,3,18.0,0.0,0.0,0.23076923076923078,0,0,0.20634920634920634,0.3333333333333333,6.340914035216361,0.3821755134123852,0.08333333333333333,High,23.56489731752296
USER_0075,42,19,11,0.5060240963855421,18.0,0.0,0.0,0.30952380952380953,14,7,0.5,11,5,0.45454545454545453,11,3,18.0,0.0,0.0,0.18181818181818182,0,0,0.2619047619047619,0.2619047619047619,6.3299135962743405,0.7697427462686051,0.06060606241226196,High,53.94854925372101
USER_0020,53,15,16,0.5888888888888889,18.0,0.0,0.0,0.37735849056603776,19,10,0.5263157894736842,25,12,0.48,25,3,18.0,0.0,0.0,0.28,0,0,0.4716981132075472,0.3018867924528302,6.222017101683755,0.41725542749467137,0.0,High,16.548914501065724
USER_0071,46,17,11,0.5348837209302325,18.0,0.0,0.0,0.3695652173913043,13,7,0.5384615384615384,10,7,0.7,10,3,18.0,0.0,0.0,0.2,0,0,0.21739130434782608,0.2391304347826087,6.220282317286286,0.6155544502893135,0.16666666666666666,High,23.11089005786271
USER_0041,58,19,19,0.6444444444444445,18.0,0.0,0.0,0.3103448275862069,24,16,0.6666666666666666,15,5,0.3333333333333333,15,3,18.0,0.0,0.0,0.26666666666666666,0,0,0.25862068965517243,0.3275862068965517,6.1876111758333066,0.5376862040965756,0.0,High,7.5372408193151275
USER_0045,60,22,10,0.6818181818181818,18.0,0.0,0.0,0.2833333333333333,22,11,0.5,10,7,0.7,10,3,18.0,0.0,0.0,0.2,0,0,0.16666666666666666,0.16666666666666666,6.173080489649355,0.4655575110870132,0.06060606241226196,High,6.888497782597359
USER_0099,54,13,7,0.6136363636363636,18.0,0.0,0.0,0.3148148148148148,21,9,0.42857142857142855,16,5,0.3125,16,3,18.0,0.0,0.0,0.3125,0,0,0.2962962962962963,0.12962962962962962,6.114446019626796,0.5919755602062382,0.0,High,18.395112041247643
USER_0074,55,17,15,0.6111111111111112,18.0,0.0,0.0,0.21818181818181817,18,10,0.5555555555555556,12,4,0.3333333333333333,12,3,18.0,0.0,0.0,0.08333333333333333,0,0,0.21818181818181817,0.2727272727272727,6.080804198469124,0.6918600357923963,0.0,High,38.37200715847926
USER_0096,41,16,12,0.47674418604651164,18.0,0.0,0.0,0.3170731707317073,19,7,0.3684210526315789,10,7,0.7,10,3,18.0,0.0,0.0,0.5,0,0,0.24390243902439024,0.2926829268292683,6.075741590351715,0.55925797823309,0.0,High,11.851595646617996
USER_0048,48,15,9,0.5333333333333333,18.0,0.0,0.0,0.3125,11,7,0.6363636363636364,17,7,0.4117647058823529,17,3,18.0,0.0,0.0,0.29411764705882354,0,0,0.3541666666666667,0.1875,6.011769928569412,0.6743134498842882,0.08333333333333333,High,34.86268997685764
USER_0035,52,16,9,0.5777777777777777,18.0,0.0,0.0,0.38461538461538464,21,15,0.7142857142857143,12,5,0.4166666666666667,12,3,18.0,0.0,0.0,0.4166666666666667,0,0,0.23076923076923078,0.17307692307692307,5.9522173666617535,0.5263732311728698,0.033393554389476776,Medium,5.274646234573965
USER_0033,57,21,23,0.6333333333333333,18.0,0.0,0.0,0.3157894736842105,23,15,0.6521739130434783,19,7,0.3684210526315789,19,3,18.0,0.0,0.0,0.3157894736842105,0,0,0.3333333333333333,0.40350877192982454,5.937329632529641,0.30149815559755544,0.1685101861755053,Medium,39.70036888048891
USER_0025,52,11,14,0.5909090909090909,18.0,0.0,0.0,0.3076923076923077,15,10,0.6666666666666666,12,6,0.5,12,3,18.0,0.0,0.0,0.08333333333333333,0,0,0.23076923076923078,0.2692307692307692,5.897089975006647,0.6470835536594959,0.0,Medium,29.416710731899176
USER_0012,47,14,9,0.5340909090909091,18.0,0.0,0.0,0.2978723404255319,22,10,0.45454545454545453,9,3,0.3333333333333333,9,3,18.0,0.0,0.0,0.1111111111111111,0,0,0.19148936170212766,0.19148936170212766,5.887608725866292,0.53704671299839,0.06060606241226196,Medium,7.409342599678004
USER_0059,60,18,14,0.7058823529411765,18.0,0.0,0.0,0.2833333333333333,19,9,0.47368421052631576,10,5,0.5,10,3,18.0,0.0,0.0,0.1,0,0,0.16666666666666666,0.23333333333333334,5.887187490670167,0.5210480247412743,0.08333333333333333,Medium,4.209604948254864
USER_0051,50,15,14,0.5952380952380952,18.0,0.0,0.0,0.2,19,10,0.5263157894736842,16,5,0.3125,16,3,18.0,0.0,0.0,0.625,0,0,0.32,0.28,5.814174311043733,0.565294729834666,0.0,Medium,13.0589459669332
USER_0053,52,18,13,0.5977011494252874,18.0,0.0,0.0,0.2692307692307692,28,18,0.6428571428571429,12,2,0.16666666666666666,12,3,18.0,0.0,0.0,0.16666666666666666,0,0,0.23076923076923078,0.25,5.803078203360215,0.4363966886641571,0.020699914544820786,Medium,12.720662267168581
USER_0079,52,17,11,0.5909090909090909,18.0,0.0,0.0,0.28846153846153844,11,7,0.6363636363636364,11,6,0.5454545454545454,11,3,18.0,0.0,0.0,0.45454545454545453,0,0,0.21153846153846154,0.21153846153846154,5.666743629411181,0.6408166139998199,0.06060606241226196,Medium,28.163322799963986
USER_0076,64,23,17,0.735632183908046,18.0,0.0,0.0,0.296875,31,13,0.41935483870967744,8,6,0.75,8,3,18.0,0.0,0.0,0.375,0,0,0.125,0.265625,5.65987366665426,0.188410727210755,0.016362633556127548,Medium,62.317854557848996
USER_0063,49,12,15,0.550561797752809,18.0,0.0,0.0,0.24489795918367346,16,9,0.5625,10,3,0.3,10,3,18.0,0.0,0.0,0.2,0,0,0.20408163265306123,0.30612244897959184,5.640127715886688,0.62033775082607,0.06060606241226196,Medium,24.067550165214
USER_0070,66,24,17,0.7333333333333333,18.0,0.0,0.0,0.30303030303030304,15,9,0.6,19,12,0.631578947368421,19,3,18.0,0.0,0.0,0.47368421052631576,0,0,0.2878787878787879,0.25757575757575757,5.614625850045546,0.3621818081335063,0.0,Medium,27.563638373298737
USER_0040,64,19,12,0.7032967032967034,18.0,0.0,0.0,0.28125,16,8,0.5,17,6,0.35294117647058826,17,3,18.0,0.0,0.0,0.23529411764705882,0,0,0.265625,0.1875,5.571161200767042,0.5414078117124981,0.0,Medium,8.281562342499615
USER_0002,55,20,16,0.6111111111111112,18.0,0.0,0.0,0.21818181818181817,18,5,0.2777777777777778,11,6,0.5454545454545454,11,3,18.0,0.0,0.0,0.09090909090909091,0,0,0.2,0.2909090909090909,5.553580831720456,0.40733802071397224,0.10838346928358078,Medium,18.532395857205554
USER_0007,71,17,24,0.8068181818181818,18.0,0.0,0.0,0.323943661971831,19,13,0.6842105263157895,19,12,0.631578947368421,19,3,18.0,0.0,0.0,0.47368421052631576,0,0,0.2676056338028169,0.3380281690140845,5.493905640828982,0.23522756228097816,0.0,Medium,52.95448754380436
USER_0046,49,16,14,0.5384615384615384,18.0,0.0,0.0,0.32653061224489793,19,12,0.631578947368421,13,8,0.6153846153846154,13,2,18.0,0.0,0.0,0.38461538461538464,0,0,0.2653061224489796,0.2857142857142857,5.464069461591234,0.45395899366201725,0.0,Medium,9.20820126759655
USER_0080,35,10,5,0.3977272727272727,18.0,0.0,0.0,0.2,17,8,0.47058823529411764,14,6,0.42857142857142855,14,3,18.0,0.0,0.0,0.5,0,0,0.4,0.14285714285714285,5.456093188850701,0.27524780505528296,0.2842659403880437,Medium,44.95043898894341
USER_0047,41,13,13,0.47126436781609193,18.0,0.0,0.0,0.34146341463414637,20,10,0.5,7,4,0.5714285714285714,7,3,18.0,0.0,0.0,0.2857142857142857,0,0,0.17073170731707318,0.3170731707317073,5.300528132223449,0.44840392245678384,0.0,Medium,10.319215508643232
USER_0090,55,28,17,0.6179775280898876,18.0,0.0,0.0,0.4909090909090909,20,11,0.55,11,2,0.18181818181818182,11,3,18.0,0.0,0.0,0.45454545454545453,0,0,0.2,0.3090909090909091,5.112033903650928,0.2659781667950537,0.2756410265962283,Medium,46.80436664098926
USER_0091,43,16,12,0.4725274725274725,18.0,0.0,0.0,0.2558139534883721,12,4,0.3333333333333333,14,5,0.35714285714285715,14,3,18.0,0.0,0.0,0.14285714285714285,0,0,0.32558139534883723,0.27906976744186046,5.109525145538649,0.5584872771680723,0.0,Medium,11.697455433614468
USER_0060,52,22,15,0.5909090909090909,18.0,0.0,0.0,0.2692307692307692,11,4,0.36363636363636365,13,6,0.46153846153846156,13,3,18.0,0.0,0.0,0.46153846153846156,0,0,0.25,0.28846153846153844,5.022965901526746,0.5253267288379077,0.0,Medium,5.0653457675815305
USER_0094,72,18,9,0.7912087912087912,18.0,0.0,0.0,0.3611111111111111,22,11,0.5,15,7,0.4666666666666667,15,3,18.0,0.0,0.0,0.06666666666666667,0,0,0.20833333333333334,0.125,4.859378172278779,0.10085570860639459,0.10897435992956161,Medium,79.82885827872109
