threshold,precision,recall,f1,alerts,avg_score_alerts,precision_at_10
0.77,1.0,0.5,0.6666666666666666,1,0.8172619144121805,0.2
0.78,1.0,0.5,0.6666666666666666,1,0.8172619144121805,0.2
0.79,1.0,0.5,0.6666666666666666,1,0.8172619144121805,0.2
0.8,1.0,0.5,0.6666666666666666,1,0.8172619144121805,0.2
0.81,1.0,0.5,0.6666666666666666,1,0.8172619144121805,0.2
0.8200000000000001,0.0,0.0,0.0,0,0.0,0.2
0.8300000000000001,0.0,0.0,0.0,0,0.0,0.2
0.84,0.0,0.0,0.0,0,0.0,0.2
0.85,0.0,0.0,0.0,0,0.0,0.2
0.86,0.0,0.0,0.0,0,0.0,0.2
0.87,0.0,0.0,0.0,0,0.0,0.2
0.88,0.0,0.0,0.0,0,0.0,0.2
0.89,0.0,0.0,0.0,0,0.0,0.2
0.9,0.0,0.0,0.0,0,0.0,0.2
0.91,0.0,0.0,0.0,0,0.0,0.2
0.92,0.0,0.0,0.0,0,0.0,0.2
0.93,0.0,0.0,0.0,0,0.0,0.2
0.9400000000000001,0.0,0.0,0.0,0,0.0,0.2
0.9500000000000001,0.0,0.0,0.0,0,0.0,0.2
0.96,0.0,0.0,0.0,0,0.0,0.2
0.97,0.0,0.0,0.0,0,0.0,0.2
0.98,0.0,0.0,0.0,0,0.0,0.2
0.99,0.0,0.0,0.0,0,0.0,0.2
1.0,0.0,0.0,0.0,0,0.0,0.2
