user_id,timestamp,source_ip,login_status,failed_attempts,location
USER_0086,2026-01-26 18:18:21.494302,12.103.68.177,failed,4,Office
USER_0046,2025-12-18 18:18:21.494302,121.96.238.34,success,1,Remote
USER_0058,2026-02-15 18:18:21.494302,137.92.141.115,failed,3,Office
USER_0040,2026-01-17 18:18:21.494302,98.240.238.23,success,4,Remote
USER_0036,2026-01-18 18:18:21.494302,143.195.181.193,failed,3,VPN
USER_0073,2026-01-03 18:18:21.494302,246.6.106.78,failed,2,VPN
USER_0033,2026-01-01 18:18:21.494302,227.122.247.176,success,0,Office
USER_0086,2026-02-15 18:18:21.494302,235.206.65.228,success,4,VPN
USER_0001,2026-01-19 18:18:21.494302,209.164.171.166,success,3,Office
USER_0057,2026-01-04 18:18:21.494302,219.165.183.226,success,2,VPN
USER_0093,2025-12-11 18:18:21.494302,50.34.74.5,success,2,Office
USER_0077,2026-01-01 18:18:21.494302,122.57.80.219,failed,0,Office
USER_0064,2026-01-17 18:18:21.494302,39.65.18.69,failed,0,Office
USER_0012,2026-01-25 18:18:21.494302,194.44.92.143,failed,2,Remote
USER_0034,2025-12-13 18:18:21.494302,119.88.143.21,success,1,Remote
USER_0008,2026-01-04 18:18:21.494302,7.191.97.177,failed,1,Remote
USER_0009,2025-12-30 18:18:21.494302,233.171.61.148,success,3,Remote
USER_0066,2026-02-06 18:18:21.494302,175.130.50.47,success,0,Office
USER_0029,2025-12-08 18:18:21.494302,163.183.221.1,success,1,VPN
USER_0060,2026-01-31 18:18:21.494302,51.13.164.225,failed,4,Office
USER_0043,2026-01-21 18:18:21.494302,39.170.237.24,success,4,Office
USER_0066,2026-01-28 18:18:21.494302,18.143.218.238,success,5,Office
USER_0005,2025-11-20 18:18:21.494302,113.34.53.222,success,1,Office
USER_0027,2026-02-01 18:18:21.494302,156.98.82.50,success,5,VPN
USER_0001,2026-02-10 18:18:21.494302,81.88.74.24,failed,4,Office
USER_0030,2026-02-15 18:18:21.494302,175.104.102.214,success,2,VPN
USER_0015,2026-01-12 18:18:21.494302,222.238.36.245,failed,3,VPN
USER_0019,2026-01-13 18:18:21.494302,111.139.9.254,success,1,Remote
USER_0084,2025-12-13 18:18:21.494302,71.122.206.164,failed,0,Office
USER_0046,2026-02-15 18:18:21.494302,177.156.71.196,failed,3,VPN
USER_0020,2026-02-10 18:18:21.494302,238.81.11.201,success,3,VPN
USER_0024,2026-01-29 18:18:21.494302,17.197.217.205,failed,5,Office
USER_0038,2026-01-15 18:18:21.494302,197.76.4.246,success,0,Office
USER_0048,2025-11-30 18:18:21.494302,194.2.22.160,success,4,VPN
USER_0006,2025-11-27 18:18:21.494302,141.11.113.147,failed,5,Remote
USER_0064,2025-12-14 18:18:21.494302,29.175.132.178,success,3,Remote
USER_0042,2025-12-22 18:18:21.494302,37.81.234.107,failed,4,Office
USER_0027,2025-11-28 18:18:21.494302,9.171.7.155,failed,4,Office
USER_0092,2025-11-30 18:18:21.494302,218.121.207.140,failed,5,VPN
USER_0003,2026-01-18 18:18:21.494302,43.172.24.116,failed,3,Remote
USER_0098,2026-01-29 18:18:21.494302,54.77.227.100,failed,3,Office
USER_0072,2026-02-11 18:18:21.494302,28.8.168.65,success,1,Remote
USER_0045,2026-02-14 18:18:21.494302,165.122.249.217,failed,4,VPN
USER_0062,2025-12-12 18:18:21.494302,103.245.157.26,failed,3,VPN
USER_0021,2026-01-03 18:18:21.494302,221.102.167.108,failed,3,VPN
USER_0098,2025-11-24 18:18:21.494302,2.238.155.195,failed,5,Office
USER_0032,2026-01-28 18:18:21.494302,4.46.181.186,failed,1,Office
USER_0025,2025-11-24 18:18:21.494302,27.34.125.191,success,5,Office
USER_0056,2026-02-06 18:18:21.494302,192.215.67.88,success,0,Remote
USER_0071,2025-12-16 18:18:21.494302,5.164.179.8,success,4,VPN
USER_0056,2025-11-25 18:18:21.494302,191.252.107.228,failed,0,Office
USER_0007,2025-11-22 18:18:21.494302,25.80.247.195,failed,1,Office
USER_0014,2026-02-02 18:18:21.494302,193.255.194.227,success,1,VPN
USER_0059,2025-11-18 18:18:21.494302,153.236.180.178,success,3,VPN
USER_0036,2025-11-30 18:18:21.494302,146.108.8.236,success,4,VPN
USER_0097,2026-01-01 18:18:21.494302,134.250.90.190,success,2,VPN
USER_0021,2025-12-05 18:18:21.494302,223.132.203.209,failed,4,Office
USER_0002,2025-11-21 18:18:21.494302,113.127.152.85,failed,3,Remote
USER_0063,2025-12-13 18:18:21.494302,122.55.43.183,success,4,Office
USER_0037,2026-01-10 18:18:21.494302,113.148.127.78,failed,0,VPN
USER_0065,2025-12-22 18:18:21.494302,173.219.229.215,success,4,VPN
USER_0062,2026-01-08 18:18:21.494302,56.70.81.45,success,4,VPN
USER_0042,2026-02-09 18:18:21.494302,93.35.57.107,failed,1,Remote
USER_0047,2025-11-25 18:18:21.494302,157.39.159.91,success,0,Office
USER_0020,2026-02-16 18:18:21.494302,81.79.83.171,success,2,Remote
USER_0074,2025-12-23 18:18:21.494302,145.7.99.120,success,4,Remote
USER_0078,2025-12-14 18:18:21.494302,138.181.211.226,failed,1,VPN
USER_0088,2025-12-26 18:18:21.494302,120.64.39.125,success,3,VPN
USER_0052,2026-02-09 18:18:21.494302,234.14.175.5,failed,1,Remote
USER_0054,2026-01-01 18:18:21.494302,58.116.120.173,success,0,Office
USER_0056,2026-01-24 18:18:21.494302,139.179.90.28,failed,1,VPN
USER_0081,2025-12-30 18:18:21.494302,46.40.49.201,success,2,VPN
USER_0010,2026-02-08 18:18:21.494302,205.174.195.114,failed,0,Office
USER_0058,2025-12-07 18:18:21.494302,101.39.33.55,failed,5,VPN
USER_0084,2025-11-29 18:18:21.494302,216.105.38.187,failed,2,Remote
USER_0072,2025-12-03 18:18:21.494302,103.221.105.155,success,5,Office
USER_0067,2026-01-22 18:18:21.494302,108.87.72.252,failed,3,VPN
USER_0085,2026-02-08 18:18:21.494302,166.117.96.188,success,1,VPN
USER_0049,2025-12-26 18:18:21.494302,153.156.1.98,failed,0,Remote
USER_0027,2026-01-17 18:18:21.494302,237.248.166.252,success,3,Remote
USER_0089,2026-02-15 18:18:21.494302,65.114.109.151,success,0,VPN
USER_0014,2025-11-22 18:18:21.494302,161.185.65.85,failed,4,Remote
USER_0068,2025-12-25 18:18:21.494302,87.151.171.131,failed,1,Remote
USER_0067,2025-12-09 18:18:21.494302,138.2.92.178,failed,2,Office
USER_0092,2026-01-15 18:18:21.494302,89.15.143.144,failed,2,Office
USER_0016,2026-01-01 18:18:21.494302,42.72.66.26,failed,2,Remote
USER_0032,2026-01-20 18:18:21.494302,29.110.79.84,success,2,Office
USER_0086,2026-01-09 18:18:21.494302,85.139.152.203,success,4,VPN
USER_0061,2025-12-15 18:18:21.494302,22.211.103.152,success,4,Remote
USER_0050,2025-12-14 18:18:21.494302,52.8.120.144,success,3,VPN
USER_0092,2026-01-15 18:18:21.494302,205.8.120.194,failed,0,Office
USER_0048,2025-12-05 18:18:21.494302,42.23.170.218,success,5,Remote
USER_0095,2026-01-26 18:18:21.494302,161.53.97.74,failed,4,Office
USER_0068,2026-01-24 18:18:21.494302,167.52.194.14,success,5,VPN
USER_0005,2026-01-05 18:18:21.494302,62.56.187.171,success,4,VPN
USER_0011,2026-01-31 18:18:21.494302,240.70.51.207,failed,2,Office
USER_0020,2025-11-23 18:18:21.494302,211.152.149.227,success,4,Remote
USER_0018,2025-12-23 18:18:21.494302,205.247.42.108,failed,0,VPN
USER_0038,2026-01-17 18:18:21.494302,56.25.152.51,success,1,Office
USER_0063,2025-12-23 18:18:21.494302,214.70.88.253,success,5,VPN
USER_0034,2026-02-07 18:18:21.494302,21.84.228.31,failed,4,VPN
USER_0014,2026-02-13 18:18:21.494302,176.178.21.138,success,3,VPN
USER_0078,2026-01-22 18:18:21.494302,103.87.14.173,failed,0,Office
USER_0023,2026-01-28 18:18:21.494302,41.154.120.217,failed,3,Office
USER_0059,2025-12-17 18:18:21.494302,90.212.251.224,failed,3,Office
USER_0053,2025-12-23 18:18:21.494302,232.40.27.227,success,5,Remote
USER_0061,2025-12-02 18:18:21.494302,86.153.240.10,failed,5,Office
USER_0049,2025-12-09 18:18:21.494302,157.115.16.167,failed,4,Office
USER_0010,2025-12-20 18:18:21.494302,203.11.252.158,success,0,VPN
USER_0008,2025-11-25 18:18:21.494302,88.149.110.176,success,5,VPN
USER_0023,2025-12-24 18:18:21.494302,117.221.142.242,failed,0,VPN
USER_0001,2026-02-13 18:18:21.494302,24.250.132.11,success,3,Remote
USER_0021,2025-12-22 18:18:21.494302,162.60.105.43,failed,3,Office
USER_0096,2025-12-24 18:18:21.494302,115.60.244.74,failed,1,Remote
USER_0038,2025-11-18 18:18:21.494302,52.236.224.45,failed,1,Remote
USER_0030,2026-01-23 18:18:21.494302,47.74.65.145,failed,4,VPN
USER_0023,2026-02-03 18:18:21.494302,77.148.180.174,failed,2,Remote
USER_0055,2025-11-30 18:18:21.494302,219.128.39.16,failed,5,Remote
USER_0052,2026-01-20 18:18:21.494302,51.204.79.51,failed,2,Office
USER_0070,2025-12-22 18:18:21.494302,183.44.185.95,failed,0,VPN
USER_0064,2025-12-07 18:18:21.494302,11.217.7.86,failed,2,VPN
USER_0002,2026-02-08 18:18:21.494302,126.12.250.19,success,4,VPN
USER_0055,2026-02-02 18:18:21.494302,68.105.81.84,success,4,VPN
USER_0051,2025-11-23 18:18:21.494302,161.131.77.195,success,3,VPN
USER_0044,2025-12-31 18:18:21.494302,182.184.24.114,success,5,Office
USER_0021,2026-01-01 18:18:21.494302,131.240.208.48,failed,5,VPN
USER_0067,2025-12-06 18:18:21.494302,168.104.141.124,success,5,Remote
USER_0083,2026-02-05 18:18:21.494302,15.41.238.234,failed,1,Remote
USER_0096,2025-12-20 18:18:21.494302,35.111.22.70,success,3,Remote
USER_0007,2025-11-21 18:18:21.494302,63.67.4.232,success,5,Remote
USER_0052,2025-11-25 18:18:21.494302,54.13.251.107,success,3,Office
USER_0069,2025-12-10 18:18:21.494302,80.69.170.30,success,2,Remote
USER_0043,2026-01-20 18:18:21.494302,159.89.109.88,success,1,Remote
USER_0030,2025-11-25 18:18:21.494302,76.221.151.206,failed,4,VPN
USER_0031,2026-02-03 18:18:21.494302,214.237.49.180,success,0,VPN
USER_0093,2026-02-13 18:18:21.494302,86.74.229.65,failed,1,VPN
USER_0062,2026-02-09 18:18:21.494302,19.9.208.67,failed,2,VPN
USER_0044,2026-01-03 18:18:21.494302,200.22.143.104,success,4,Office
USER_0065,2025-11-30 18:18:21.494302,69.212.122.191,failed,2,Remote
USER_0068,2026-02-04 18:18:21.494302,252.104.164.220,failed,2,VPN
USER_0064,2026-01-18 18:18:21.494302,154.81.38.2,success,2,VPN
USER_0034,2025-12-17 18:18:21.494302,29.51.233.174,failed,4,VPN
USER_0002,2025-11-26 18:18:21.494302,18.69.174.247,failed,0,Remote
USER_0061,2025-12-18 18:18:21.494302,183.181.236.165,success,1,Remote
USER_0095,2026-01-10 18:18:21.494302,204.239.241.74,success,3,VPN
USER_0030,2026-01-15 18:18:21.494302,39.252.1.93,failed,5,Remote
USER_0059,2026-01-19 18:18:21.494302,57.61.157.89,failed,2,VPN
USER_0057,2026-01-05 18:18:21.494302,251.84.56.149,success,5,Remote
USER_0030,2026-01-09 18:18:21.494302,34.156.60.74,success,3,Office
USER_0011,2026-01-11 18:18:21.494302,85.2.144.212,failed,4,Office
USER_0081,2026-02-10 18:18:21.494302,247.115.122.202,failed,5,VPN
USER_0016,2025-12-06 18:18:21.494302,43.69.247.97,failed,3,Remote
USER_0051,2025-11-18 18:18:21.494302,184.235.223.137,success,4,Office
USER_0006,2026-02-02 18:18:21.494302,221.189.165.109,failed,1,Office
USER_0079,2026-01-24 18:18:21.494302,15.87.189.55,failed,0,VPN
USER_0016,2026-02-12 18:18:21.494302,112.81.38.225,failed,3,VPN
USER_0072,2025-11-24 18:18:21.494302,97.226.189.134,success,5,VPN
USER_0005,2025-12-24 18:18:21.494302,142.57.105.21,failed,0,Office
USER_0027,2025-11-18 18:18:21.494302,182.164.254.82,failed,4,Office
USER_0060,2026-01-07 18:18:21.494302,241.143.73.237,failed,4,Office
USER_0045,2025-12-22 18:18:21.494302,140.20.154.119,failed,5,Office
USER_0006,2026-01-03 18:18:21.494302,212.238.179.147,success,3,VPN
USER_0050,2025-11-25 18:18:21.494302,177.42.110.118,failed,0,VPN
USER_0044,2025-12-08 18:18:21.494302,220.183.206.86,failed,2,Remote
USER_0013,2025-12-13 18:18:21.494302,132.120.222.39,failed,1,Remote
USER_0055,2026-01-16 18:18:21.494302,83.73.162.165,success,4,VPN
USER_0081,2025-12-29 18:18:21.494302,114.184.138.17,success,3,Remote
USER_0044,2026-01-05 18:18:21.494302,231.159.217.211,failed,5,Remote
USER_0092,2026-01-26 18:18:21.494302,213.133.165.220,success,4,Remote
USER_0079,2026-01-31 18:18:21.494302,204.106.38.62,success,2,Remote
USER_0027,2025-11-25 18:18:21.494302,32.220.189.211,failed,5,Office
USER_0051,2025-12-13 18:18:21.494302,150.253.125.86,failed,3,VPN
USER_0062,2026-01-30 18:18:21.494302,136.171.196.114,failed,5,Remote
USER_0020,2025-11-26 18:18:21.494302,175.56.34.147,success,2,Office
USER_0020,2025-12-30 18:18:21.494302,169.223.2.128,failed,1,Office
USER_0027,2026-01-06 18:18:21.494302,53.216.144.76,failed,2,Office
USER_0097,2026-01-03 18:18:21.494302,224.31.10.132,failed,2,Office
USER_0002,2026-01-01 18:18:21.494302,244.98.200.236,success,2,Remote
USER_0050,2025-12-17 18:18:21.494302,172.105.32.233,success,1,VPN
USER_0010,2025-12-09 18:18:21.494302,14.167.128.53,success,5,VPN
USER_0028,2026-02-04 18:18:21.494302,222.28.104.92,failed,2,Office
USER_0026,2026-01-11 18:18:21.494302,65.198.32.76,success,2,Remote
USER_0086,2026-02-09 18:18:21.494302,158.52.216.247,failed,1,Remote
USER_0091,2026-01-16 18:18:21.494302,113.190.144.102,success,1,Remote
USER_0059,2026-01-05 18:18:21.494302,48.191.198.189,success,4,VPN
USER_0015,2025-12-17 18:18:21.494302,253.150.109.233,success,5,VPN
USER_0061,2025-12-09 18:18:21.494302,198.68.222.72,success,1,Remote
USER_0055,2025-11-23 18:18:21.494302,40.2.64.110,failed,3,VPN
USER_0060,2026-01-18 18:18:21.494302,130.228.60.235,failed,5,Remote
USER_0011,2025-11-25 18:18:21.494302,43.88.193.72,failed,1,VPN
USER_0084,2026-01-03 18:18:21.494302,8.102.234.252,success,5,Office
USER_0039,2026-01-21 18:18:21.494302,19.215.114.188,success,4,Office
USER_0066,2025-12-30 18:18:21.494302,34.52.255.154,failed,3,Remote
USER_0093,2026-01-20 18:18:21.494302,153.117.252.206,failed,1,VPN
USER_0026,2025-11-26 18:18:21.494302,72.128.133.248,failed,4,Office
USER_0017,2025-11-18 18:18:21.494302,182.160.30.199,success,2,VPN
USER_0007,2026-02-09 18:18:21.494302,177.35.55.66,failed,0,Office
USER_0029,2026-01-27 18:18:21.494302,43.221.88.70,success,1,Office
USER_0061,2026-01-14 18:18:21.494302,210.112.43.222,failed,2,Office
USER_0051,2025-12-21 18:18:21.494302,12.193.9.52,success,0,Office
USER_0030,2026-01-29 18:18:21.494302,138.82.121.134,success,4,Remote
USER_0089,2026-01-27 18:18:21.494302,164.167.229.174,failed,3,Office
USER_0077,2025-11-25 18:18:21.494302,243.103.151.105,success,4,VPN
USER_0090,2026-01-14 18:18:21.494302,135.247.177.191,failed,4,VPN
USER_0036,2026-02-15 18:18:21.494302,179.183.133.181,success,0,Remote
USER_0084,2025-12-12 18:18:21.494302,107.192.50.170,failed,0,Office
USER_0088,2026-01-15 18:18:21.494302,195.225.187.123,success,1,Office
USER_0036,2025-11-20 18:18:21.494302,33.143.148.223,failed,3,VPN
USER_0043,2026-02-10 18:18:21.494302,55.72.141.15,success,5,Office
USER_0022,2026-01-07 18:18:21.494302,154.212.177.184,failed,1,VPN
USER_0041,2025-12-12 18:18:21.494302,168.153.97.75,failed,1,Remote
USER_0038,2026-01-06 18:18:21.494302,195.161.219.92,success,1,Remote
USER_0062,2025-11-21 18:18:21.494302,183.209.0.206,failed,1,Office
USER_0007,2026-01-04 18:18:21.494302,8.21.233.24,success,4,VPN
USER_0079,2026-02-11 18:18:21.494302,64.251.234.3,success,4,Office
USER_0064,2025-11-27 18:18:21.494302,60.134.255.71,failed,0,Office
USER_0069,2026-01-31 18:18:21.494302,30.235.235.100,success,4,Remote
USER_0100,2025-12-17 18:18:21.494302,22.129.205.17,success,2,VPN
USER_0030,2025-11-24 18:18:21.494302,106.129.65.93,success,0,Office
USER_0019,2025-11-30 18:18:21.494302,107.100.230.162,failed,0,Remote
USER_0031,2025-12-01 18:18:21.494302,38.33.188.178,success,0,VPN
USER_0052,2025-12-17 18:18:21.494302,218.61.159.45,success,1,VPN
USER_0070,2026-02-16 18:18:21.494302,53.214.29.22,failed,2,Remote
USER_0031,2026-01-25 18:18:21.494302,45.244.48.125,success,0,Remote
USER_0094,2026-02-11 18:18:21.494302,98.145.115.84,failed,3,Remote
USER_0015,2025-12-01 18:18:21.494302,251.80.236.108,failed,1,VPN
USER_0013,2026-02-07 18:18:21.494302,124.45.8.148,failed,5,Office
USER_0094,2026-02-16 18:18:21.494302,53.77.15.68,failed,1,Office
USER_0018,2025-12-20 18:18:21.494302,73.216.184.171,success,2,Office
USER_0084,2026-01-21 18:18:21.494302,190.18.171.228,failed,2,Remote
USER_0014,2025-11-28 18:18:21.494302,179.49.235.62,success,4,Office
USER_0029,2025-12-16 18:18:21.494302,200.196.252.214,failed,3,VPN
USER_0075,2026-02-09 18:18:21.494302,81.144.243.32,failed,1,Office
USER_0051,2026-01-10 18:18:21.494302,176.35.16.231,failed,3,Remote
USER_0062,2025-12-09 18:18:21.494302,103.110.236.15,success,3,VPN
USER_0002,2025-11-20 18:18:21.494302,174.43.197.48,success,3,Office
USER_0007,2025-11-30 18:18:21.494302,113.172.41.15,failed,3,VPN
USER_0054,2026-01-03 18:18:21.494302,33.110.127.118,failed,2,VPN
USER_0043,2025-12-14 18:18:21.494302,168.32.103.4,success,3,Office
USER_0022,2026-02-10 18:18:21.494302,61.25.82.167,success,4,VPN
USER_0093,2025-11-25 18:18:21.494302,247.237.20.101,failed,3,Remote
USER_0081,2025-11-27 18:18:21.494302,102.189.19.248,failed,2,Office
USER_0004,2026-01-31 18:18:21.494302,116.234.32.155,success,4,Office
USER_0009,2025-12-10 18:18:21.494302,188.246.34.175,failed,2,Remote
USER_0022,2025-12-06 18:18:21.494302,32.72.239.232,failed,4,VPN
USER_0100,2026-02-13 18:18:21.494302,66.232.177.156,success,0,Office
USER_0044,2026-02-02 18:18:21.494302,78.104.238.195,success,2,Office
USER_0061,2026-01-07 18:18:21.494302,140.178.191.16,failed,0,Remote
USER_0057,2026-01-08 18:18:21.494302,128.228.78.34,failed,1,VPN
USER_0057,2026-02-02 18:18:21.494302,195.172.25.58,failed,2,Office
USER_0080,2026-01-31 18:18:21.494302,51.87.14.99,failed,4,Remote
USER_0020,2025-12-29 18:18:21.494302,245.185.29.89,failed,0,VPN
USER_0047,2026-02-14 18:18:21.494302,184.181.67.152,failed,1,Remote
USER_0023,2026-02-13 18:18:21.494302,214.34.7.198,success,3,Remote
USER_0005,2025-12-21 18:18:21.494302,155.237.131.27,success,3,Remote
USER_0037,2026-01-04 18:18:21.494302,102.192.107.129,failed,5,Office
USER_0099,2025-11-25 18:18:21.494302,157.24.246.43,success,1,Remote
USER_0064,2025-12-04 18:18:21.494302,52.189.188.22,success,2,Remote
USER_0090,2025-11-28 18:18:21.494302,130.60.81.14,success,4,Office
USER_0016,2026-01-24 18:18:21.494302,154.203.30.217,failed,2,VPN
USER_0072,2025-11-24 18:18:21.494302,234.186.182.76,success,2,Remote
USER_0057,2025-11-25 18:18:21.494302,39.215.221.29,failed,4,Remote
USER_0098,2026-02-14 18:18:21.494302,241.217.233.245,failed,3,Remote
USER_0011,2026-01-09 18:18:21.494302,206.45.6.189,success,1,Office
USER_0034,2025-12-04 18:18:21.494302,92.250.157.242,success,1,Office
USER_0092,2026-01-12 18:18:21.494302,254.56.81.112,failed,1,VPN
USER_0049,2026-01-11 18:18:21.494302,64.103.75.41,success,1,Remote
USER_0074,2025-12-22 18:18:21.494302,115.94.148.198,failed,0,VPN
USER_0098,2026-01-15 18:18:21.494302,110.50.225.233,success,2,VPN
USER_0034,2026-01-31 18:18:21.494302,251.53.73.78,success,2,VPN
USER_0094,2026-01-14 18:18:21.494302,48.23.93.123,success,4,VPN
USER_0020,2026-01-12 18:18:21.494302,16.34.238.119,success,2,Office
USER_0021,2025-12-30 18:18:21.494302,88.32.186.73,success,1,Office
USER_0082,2025-12-15 18:18:21.494302,122.204.212.191,failed,4,VPN
USER_0094,2026-02-09 18:18:21.494302,115.23.252.46,failed,5,VPN
USER_0033,2025-12-12 18:18:21.494302,174.84.59.196,failed,3,VPN
USER_0016,2026-01-21 18:18:21.494302,155.84.159.77,failed,3,Office
USER_0094,2026-01-13 18:18:21.494302,151.171.62.197,success,4,Office
USER_0086,2026-01-14 18:18:21.494302,166.108.141.147,failed,1,Remote
USER_0050,2026-01-19 18:18:21.494302,125.2.205.166,success,1,Office
USER_0012,2026-02-13 18:18:21.494302,225.213.97.242,success,3,Remote
USER_0079,2026-01-04 18:18:21.494302,174.205.211.124,failed,1,Office
USER_0033,2025-12-17 18:18:21.494302,25.152.179.131,success,0,Remote
USER_0034,2025-11-26 18:18:21.494302,228.64.214.208,success,1,Office
USER_0062,2025-12-04 18:18:21.494302,209.222.184.186,failed,5,Remote
USER_0086,2026-02-02 18:18:21.494302,199.99.3.144,failed,3,VPN
USER_0048,2025-12-15 18:18:21.494302,161.162.26.12,failed,0,VPN
USER_0035,2026-02-11 18:18:21.494302,222.227.30.220,success,0,Office
USER_0020,2026-01-17 18:18:21.494302,102.194.240.227,success,4,Office
USER_0064,2025-12-08 18:18:21.494302,239.32.25.157,failed,1,Office
USER_0002,2025-12-29 18:18:21.494302,140.10.225.223,failed,3,Remote
USER_0054,2025-12-06 18:18:21.494302,26.180.33.52,failed,1,VPN
USER_0019,2026-01-20 18:18:21.494302,238.73.176.140,failed,2,VPN
USER_0065,2026-01-01 18:18:21.494302,217.214.4.125,failed,0,Remote
USER_0016,2026-01-18 18:18:21.494302,59.169.166.109,failed,4,VPN
USER_0041,2026-01-13 18:18:21.494302,145.27.61.222,failed,3,VPN
USER_0009,2025-12-25 18:18:21.494302,207.222.119.242,failed,1,VPN
USER_0090,2026-01-11 18:18:21.494302,150.119.89.78,success,5,Office
USER_0064,2026-01-12 18:18:21.494302,188.90.182.156,success,5,Office
USER_0044,2026-02-16 18:18:21.494302,108.217.245.164,success,3,VPN
USER_0076,2026-02-12 18:18:21.494302,91.94.151.64,failed,1,VPN
USER_0081,2025-11-30 18:18:21.494302,184.182.210.138,failed,0,Office
USER_0091,2026-01-10 18:18:21.494302,231.163.38.34,failed,2,Remote
USER_0035,2026-01-08 18:18:21.494302,144.139.93.107,success,2,Remote
USER_0072,2026-01-24 18:18:21.494302,137.203.227.220,failed,1,Remote
USER_0088,2026-01-05 18:18:21.494302,164.171.85.99,success,0,Office
USER_0033,2025-12-23 18:18:21.494302,241.97.27.218,failed,5,VPN
USER_0094,2025-12-04 18:18:21.494302,213.34.76.213,failed,5,Office
USER_0041,2025-11-27 18:18:21.494302,164.204.31.120,success,5,VPN
USER_0044,2026-02-11 18:18:21.494302,211.186.76.223,success,1,Office
USER_0097,2026-01-13 18:18:21.494302,86.55.117.224,success,4,Remote
USER_0058,2026-02-10 18:18:21.494302,83.156.100.99,success,2,Office
USER_0007,2025-11-18 18:18:21.494302,39.13.91.20,failed,5,VPN
USER_0081,2026-02-06 18:18:21.494302,6.203.129.65,failed,4,VPN
USER_0080,2026-02-07 18:18:21.494302,200.145.39.233,failed,1,VPN
USER_0088,2026-01-07 18:18:21.494302,197.115.149.220,success,5,Office
USER_0056,2025-12-20 18:18:21.494302,36.186.12.159,failed,5,Remote
USER_0026,2025-12-13 18:18:21.494302,112.84.250.70,success,0,Office
USER_0072,2025-12-12 18:18:21.494302,115.30.4.212,success,2,Remote
USER_0051,2025-11-29 18:18:21.494302,37.29.57.6,success,3,Remote
USER_0073,2025-12-17 18:18:21.494302,5.136.252.142,failed,4,Remote
USER_0058,2026-01-23 18:18:21.494302,223.45.167.100,failed,0,VPN
USER_0062,2025-12-03 18:18:21.494302,126.48.76.38,success,3,VPN
USER_0057,2025-12-31 18:18:21.494302,35.213.197.243,success,2,Office
USER_0058,2026-01-07 18:18:21.494302,113.112.68.243,success,4,Office
USER_0023,2025-12-18 18:18:21.494302,199.180.105.49,success,5,Remote
USER_0019,2025-12-29 18:18:21.494302,153.201.213.250,failed,2,Office
USER_0022,2026-01-01 18:18:21.494302,231.53.32.58,failed,5,Office
