user_id,timestamp,activity_type,resource,status,data_volume_mb
USER_0056,2026-01-07 18:18:21.471900,email_send,resource_43,success,789.71
USER_0029,2025-11-19 18:18:21.471900,data_download,resource_32,failed,877.24
USER_0034,2025-11-28 18:18:21.471900,file_access,resource_48,success,19.55
USER_0099,2026-01-22 18:18:21.471900,login,resource_11,failed,920.4
USER_0071,2025-11-29 18:18:21.471900,email_send,resource_47,failed,682.03
USER_0024,2025-11-25 18:18:21.471900,login,resource_23,blocked,98.7
USER_0044,2025-11-27 18:18:21.471900,email_send,resource_50,blocked,332.98
USER_0036,2025-11-26 18:18:21.471900,file_access,resource_44,failed,956.9
USER_0032,2026-02-09 18:18:21.471900,login,resource_48,failed,785.44
USER_0059,2025-12-21 18:18:21.471900,login,resource_26,blocked,620.63
USER_0027,2025-12-17 18:18:21.471900,login,resource_10,success,523.98
USER_0083,2025-12-08 18:18:21.471900,email_send,resource_50,success,364.25
USER_0020,2025-12-01 18:18:21.471900,login,resource_35,success,254.74
USER_0083,2026-02-12 18:18:21.471900,file_access,resource_41,blocked,436.23
USER_0088,2025-12-19 18:18:21.471900,login,resource_47,success,579.68
USER_0030,2025-12-31 18:18:21.471900,data_download,resource_45,failed,184.0
USER_0094,2025-12-04 18:18:21.471900,data_download,resource_30,blocked,465.21
USER_0070,2026-01-20 18:18:21.471900,file_access,resource_21,success,891.13
USER_0065,2025-11-27 18:18:21.471900,email_send,resource_47,blocked,669.66
USER_0071,2026-01-24 18:18:21.471900,login,resource_8,success,344.64
USER_0053,2025-11-18 18:18:21.471900,email_send,resource_20,blocked,319.65
USER_0049,2025-12-23 18:18:21.471900,login,resource_28,failed,603.48
USER_0064,2025-11-23 18:18:21.471900,data_download,resource_23,success,385.59
USER_0042,2025-12-18 18:18:21.471900,login,resource_39,success,587.87
USER_0058,2026-01-28 18:18:21.471900,data_download,resource_28,success,497.62
USER_0085,2025-12-21 18:18:21.471900,file_access,resource_44,failed,744.06
USER_0067,2025-12-18 18:18:21.471900,file_access,resource_38,success,328.03
USER_0076,2026-02-12 18:18:21.471900,data_download,resource_36,failed,564.39
USER_0071,2025-12-21 18:18:21.471900,email_send,resource_31,blocked,832.91
USER_0011,2025-11-18 18:18:21.471900,file_access,resource_28,failed,396.6
USER_0012,2026-01-24 18:18:21.471900,email_send,resource_18,failed,831.08
USER_0076,2025-12-27 18:18:21.471900,data_download,resource_14,success,989.66
USER_0070,2025-12-11 18:18:21.471900,data_download,resource_22,success,223.1
USER_0029,2026-02-03 18:18:21.471900,login,resource_1,success,713.32
USER_0099,2026-01-19 18:18:21.471900,file_access,resource_16,blocked,160.54
USER_0067,2026-01-14 18:18:21.471900,login,resource_9,failed,871.14
USER_0089,2025-12-02 18:18:21.471900,login,resource_10,failed,398.77
USER_0036,2026-01-30 18:18:21.471900,file_access,resource_15,failed,58.8
USER_0068,2025-12-14 18:18:21.471900,email_send,resource_14,blocked,949.04
USER_0004,2025-12-13 18:18:21.471900,email_send,resource_7,blocked,749.38
USER_0091,2026-02-15 18:18:21.471900,data_download,resource_40,failed,798.46
USER_0044,2026-02-04 18:18:21.471900,email_send,resource_1,blocked,194.24
USER_0071,2026-01-07 18:18:21.471900,data_download,resource_8,success,858.74
USER_0077,2025-12-15 18:18:21.471900,file_access,resource_15,blocked,13.51
USER_0044,2026-01-04 18:18:21.471900,email_send,resource_17,blocked,672.58
USER_0007,2025-12-31 18:18:21.471900,login,resource_27,failed,313.35
USER_0021,2026-01-09 18:18:21.471900,data_download,resource_10,success,752.47
USER_0007,2026-02-14 18:18:21.471900,file_access,resource_26,blocked,526.04
USER_0074,2026-01-15 18:18:21.471900,file_access,resource_17,failed,157.43
USER_0013,2026-02-12 18:18:21.471900,file_access,resource_21,success,297.11
USER_0080,2025-12-15 18:18:21.471900,email_send,resource_23,success,657.75
USER_0028,2025-12-18 18:18:21.471900,login,resource_6,blocked,607.13
USER_0016,2025-12-26 18:18:21.471900,data_download,resource_10,failed,488.53
USER_0082,2026-02-15 18:18:21.471900,email_send,resource_7,blocked,811.04
USER_0012,2025-12-20 18:18:21.471900,login,resource_18,success,570.77
USER_0021,2026-01-27 18:18:21.471900,data_download,resource_44,success,196.2
USER_0054,2025-11-19 18:18:21.471900,email_send,resource_49,blocked,166.62
USER_0098,2025-12-09 18:18:21.471900,login,resource_14,failed,205.71
USER_0037,2026-01-29 18:18:21.471900,file_access,resource_31,failed,769.9
USER_0033,2026-02-01 18:18:21.471900,data_download,resource_28,blocked,668.97
USER_0059,2025-11-28 18:18:21.471900,file_access,resource_17,failed,670.14
USER_0020,2025-12-20 18:18:21.471900,file_access,resource_39,blocked,618.19
USER_0035,2025-12-28 18:18:21.471900,login,resource_39,blocked,567.97
USER_0074,2026-01-14 18:18:21.471900,email_send,resource_35,blocked,807.71
USER_0017,2025-11-26 18:18:21.471900,email_send,resource_32,blocked,855.68
USER_0017,2025-12-16 18:18:21.471900,file_access,resource_6,success,800.54
USER_0055,2025-12-16 18:18:21.471900,data_download,resource_13,success,270.65
USER_0045,2026-01-09 18:18:21.471900,data_download,resource_34,failed,495.45
USER_0052,2025-11-28 18:18:21.471900,login,resource_35,blocked,26.02
USER_0054,2025-11-21 18:18:21.471900,file_access,resource_26,failed,130.56
USER_0042,2025-12-08 18:18:21.471900,file_access,resource_15,failed,148.59
USER_0017,2026-01-09 18:18:21.471900,data_download,resource_48,failed,517.92
USER_0034,2025-11-30 18:18:21.471900,data_download,resource_20,success,178.73
USER_0083,2025-11-25 18:18:21.471900,login,resource_21,failed,340.84
USER_0035,2026-01-26 18:18:21.471900,file_access,resource_37,failed,103.73
USER_0058,2025-12-22 18:18:21.471900,login,resource_22,blocked,852.19
USER_0013,2025-12-07 18:18:21.471900,data_download,resource_25,success,819.8
USER_0007,2025-12-12 18:18:21.471900,email_send,resource_2,success,18.63
USER_0048,2025-12-27 18:18:21.471900,file_access,resource_30,blocked,488.72
USER_0010,2025-12-21 18:18:21.471900,email_send,resource_40,blocked,219.32
USER_0019,2025-12-12 18:18:21.471900,file_access,resource_25,success,536.94
USER_0009,2026-01-13 18:18:21.471900,login,resource_9,success,300.52
USER_0081,2026-01-26 18:18:21.471900,login,resource_3,failed,981.36
USER_0008,2026-01-02 18:18:21.471900,data_download,resource_46,failed,394.02
USER_0031,2025-11-22 18:18:21.471900,data_download,resource_13,failed,870.27
USER_0014,2026-01-12 18:18:21.471900,email_send,resource_19,failed,881.7
USER_0099,2026-02-09 18:18:21.471900,file_access,resource_13,failed,858.41
USER_0061,2025-12-04 18:18:21.471900,email_send,resource_50,success,282.59
USER_0063,2025-12-02 18:18:21.471900,email_send,resource_3,blocked,674.3
USER_0037,2026-02-07 18:18:21.471900,data_download,resource_9,blocked,915.58
USER_0026,2026-01-05 18:18:21.471900,login,resource_22,blocked,351.55
USER_0028,2026-02-07 18:18:21.471900,data_download,resource_24,blocked,380.47
USER_0003,2025-12-09 18:18:21.471900,data_download,resource_7,failed,834.22
USER_0070,2025-11-29 18:18:21.471900,login,resource_44,blocked,121.95
USER_0019,2025-12-03 18:18:21.471900,data_download,resource_10,failed,565.16
USER_0064,2025-12-01 18:18:21.471900,login,resource_10,failed,632.18
USER_0008,2026-01-08 18:18:21.471900,data_download,resource_15,success,120.99
USER_0098,2026-01-20 18:18:21.471900,login,resource_15,blocked,599.14
USER_0036,2026-02-04 18:18:21.471900,file_access,resource_7,success,375.11
USER_0072,2026-01-05 18:18:21.471900,data_download,resource_18,failed,574.17
USER_0035,2025-11-30 18:18:21.471900,file_access,resource_20,blocked,107.08
USER_0040,2026-01-14 18:18:21.471900,login,resource_15,blocked,187.11
USER_0048,2026-01-13 18:18:21.471900,email_send,resource_48,success,794.1
USER_0059,2026-01-20 18:18:21.471900,login,resource_40,blocked,864.88
USER_0061,2025-12-18 18:18:21.471900,email_send,resource_12,success,173.28
USER_0071,2025-12-21 18:18:21.471900,data_download,resource_9,failed,92.69
USER_0027,2026-01-27 18:18:21.471900,login,resource_22,blocked,213.93
USER_0011,2025-12-26 18:18:21.471900,email_send,resource_27,blocked,751.31
USER_0014,2025-12-27 18:18:21.471900,login,resource_50,success,720.97
USER_0059,2025-12-31 18:18:21.471900,email_send,resource_45,blocked,691.14
USER_0075,2026-02-06 18:18:21.471900,email_send,resource_25,blocked,520.03
USER_0077,2026-02-16 18:18:21.471900,login,resource_39,blocked,347.12
USER_0006,2025-12-10 18:18:21.471900,data_download,resource_25,success,876.96
USER_0010,2026-01-16 18:18:21.471900,email_send,resource_6,success,745.4
USER_0004,2026-01-15 18:18:21.471900,email_send,resource_6,success,993.34
USER_0043,2026-01-03 18:18:21.471900,email_send,resource_9,failed,208.4
USER_0013,2025-12-27 18:18:21.471900,email_send,resource_12,success,353.64
USER_0010,2025-12-27 18:18:21.471900,data_download,resource_12,failed,424.51
USER_0041,2025-11-30 18:18:21.471900,data_download,resource_48,failed,423.31
USER_0027,2026-01-14 18:18:21.471900,email_send,resource_16,failed,952.05
USER_0097,2025-12-11 18:18:21.471900,file_access,resource_23,blocked,507.85
USER_0095,2026-01-25 18:18:21.471900,login,resource_47,success,541.68
USER_0074,2026-01-09 18:18:21.471900,data_download,resource_6,failed,651.93
USER_0043,2026-01-15 18:18:21.471900,login,resource_3,blocked,761.95
USER_0022,2025-12-17 18:18:21.471900,data_download,resource_27,success,550.42
USER_0016,2025-11-30 18:18:21.471900,file_access,resource_6,failed,547.54
USER_0096,2025-12-28 18:18:21.471900,file_access,resource_11,success,676.41
USER_0019,2026-02-01 18:18:21.471900,login,resource_17,success,388.15
USER_0039,2026-01-30 18:18:21.471900,email_send,resource_16,blocked,209.46
USER_0065,2026-02-04 18:18:21.471900,file_access,resource_5,failed,958.93
USER_0060,2026-01-17 18:18:21.471900,data_download,resource_37,blocked,180.02
USER_0038,2026-02-14 18:18:21.471900,email_send,resource_24,failed,228.75
USER_0031,2025-11-21 18:18:21.471900,file_access,resource_32,blocked,176.38
USER_0034,2026-01-17 18:18:21.471900,file_access,resource_42,success,883.48
USER_0020,2025-12-30 18:18:21.471900,login,resource_24,success,443.55
USER_0096,2026-01-29 18:18:21.471900,email_send,resource_28,blocked,908.94
USER_0037,2026-02-16 18:18:21.471900,email_send,resource_7,failed,664.29
USER_0071,2026-01-08 18:18:21.471900,email_send,resource_3,failed,712.61
USER_0058,2025-12-27 18:18:21.471900,file_access,resource_35,blocked,994.37
USER_0072,2025-12-04 18:18:21.471900,file_access,resource_40,failed,116.02
USER_0051,2025-11-28 18:18:21.471900,data_download,resource_32,blocked,143.61
USER_0040,2025-11-20 18:18:21.471900,login,resource_37,success,604.26
USER_0089,2026-02-07 18:18:21.471900,login,resource_38,blocked,5.36
USER_0003,2026-01-16 18:18:21.471900,email_send,resource_49,failed,771.0
USER_0062,2026-01-11 18:18:21.471900,email_send,resource_16,failed,319.13
USER_0074,2025-12-13 18:18:21.471900,login,resource_18,failed,272.92
USER_0033,2025-12-07 18:18:21.471900,email_send,resource_19,failed,495.57
USER_0078,2025-12-01 18:18:21.471900,login,resource_43,blocked,28.2
USER_0021,2026-02-16 18:18:21.471900,email_send,resource_11,blocked,801.82
USER_0087,2026-02-10 18:18:21.471900,data_download,resource_20,blocked,613.42
USER_0032,2025-11-26 18:18:21.471900,data_download,resource_12,failed,1.22
USER_0067,2025-11-30 18:18:21.471900,file_access,resource_23,blocked,702.88
USER_0093,2026-02-09 18:18:21.471900,email_send,resource_44,success,501.16
USER_0037,2026-01-08 18:18:21.471900,file_access,resource_11,success,831.5
USER_0051,2026-01-29 18:18:21.471900,file_access,resource_46,success,932.4
USER_0079,2026-01-24 18:18:21.471900,data_download,resource_16,blocked,347.48
USER_0044,2026-01-19 18:18:21.471900,login,resource_9,success,994.62
USER_0039,2026-01-13 18:18:21.471900,email_send,resource_27,success,388.44
USER_0021,2025-12-03 18:18:21.471900,data_download,resource_41,blocked,299.71
USER_0011,2025-12-13 18:18:21.471900,file_access,resource_21,failed,377.2
USER_0084,2025-12-04 18:18:21.471900,file_access,resource_9,success,785.65
USER_0041,2026-02-07 18:18:21.471900,login,resource_3,failed,734.19
USER_0076,2026-01-11 18:18:21.471900,data_download,resource_33,success,975.72
USER_0099,2025-12-16 18:18:21.471900,data_download,resource_36,success,660.93
USER_0033,2025-12-26 18:18:21.471900,email_send,resource_38,blocked,569.04
USER_0094,2025-12-19 18:18:21.471900,email_send,resource_49,blocked,727.7
USER_0024,2026-01-04 18:18:21.471900,login,resource_4,failed,534.42
USER_0028,2026-02-12 18:18:21.471900,file_access,resource_25,success,516.72
USER_0017,2025-12-08 18:18:21.471900,data_download,resource_31,blocked,10.09
USER_0030,2025-11-30 18:18:21.471900,login,resource_42,blocked,713.55
USER_0045,2026-01-13 18:18:21.471900,email_send,resource_46,failed,454.75
USER_0033,2025-12-03 18:18:21.471900,data_download,resource_8,failed,744.12
USER_0072,2025-12-12 18:18:21.471900,data_download,resource_25,blocked,763.8
USER_0027,2026-01-19 18:18:21.471900,file_access,resource_42,blocked,238.94
USER_0016,2026-01-07 18:18:21.471900,data_download,resource_7,success,427.05
USER_0016,2025-12-05 18:18:21.471900,data_download,resource_37,success,634.84
USER_0089,2025-12-09 18:18:21.471900,file_access,resource_5,failed,881.27
USER_0008,2026-02-13 18:18:21.471900,email_send,resource_46,success,83.52
USER_0069,2026-01-27 18:18:21.471900,data_download,resource_37,failed,280.27
USER_0070,2025-12-25 18:18:21.471900,data_download,resource_3,success,910.05
USER_0051,2025-12-26 18:18:21.471900,file_access,resource_5,failed,620.82
USER_0070,2026-01-24 18:18:21.471900,file_access,resource_14,failed,935.21
USER_0080,2025-12-07 18:18:21.471900,file_access,resource_36,blocked,528.75
USER_0042,2025-12-15 18:18:21.471900,data_download,resource_33,failed,837.82
USER_0018,2026-01-25 18:18:21.471900,login,resource_40,blocked,30.27
USER_0059,2025-11-21 18:18:21.471900,email_send,resource_46,failed,997.75
USER_0061,2026-01-09 18:18:21.471900,email_send,resource_9,success,757.19
USER_0028,2025-12-21 18:18:21.471900,login,resource_20,failed,408.26
USER_0007,2025-12-29 18:18:21.471900,data_download,resource_40,failed,672.56
USER_0100,2026-01-07 18:18:21.471900,login,resource_35,blocked,345.15
USER_0015,2025-12-21 18:18:21.471900,login,resource_21,blocked,183.31
USER_0078,2025-12-04 18:18:21.471900,data_download,resource_12,blocked,759.05
USER_0036,2025-12-19 18:18:21.471900,login,resource_23,failed,775.3
USER_0026,2025-12-23 18:18:21.471900,file_access,resource_16,blocked,503.24
USER_0033,2025-11-23 18:18:21.471900,data_download,resource_48,blocked,900.89
USER_0007,2026-02-12 18:18:21.471900,login,resource_18,blocked,174.9
USER_0074,2025-12-13 18:18:21.471900,file_access,resource_15,failed,36.51
USER_0061,2025-11-20 18:18:21.471900,email_send,resource_42,success,666.7
USER_0048,2025-11-29 18:18:21.471900,login,resource_49,failed,702.16
USER_0069,2026-01-29 18:18:21.471900,login,resource_5,blocked,310.41
USER_0007,2025-12-02 18:18:21.471900,email_send,resource_19,blocked,114.42
USER_0080,2025-12-16 18:18:21.471900,email_send,resource_26,blocked,420.35
USER_0011,2026-01-18 18:18:21.471900,email_send,resource_41,failed,516.98
USER_0050,2026-01-10 18:18:21.471900,login,resource_33,success,399.49
USER_0046,2026-01-09 18:18:21.471900,login,resource_44,blocked,143.84
USER_0071,2025-11-29 18:18:21.471900,email_send,resource_50,blocked,39.69
USER_0097,2025-11-18 18:18:21.471900,login,resource_26,failed,513.35
USER_0048,2026-02-02 18:18:21.471900,login,resource_48,success,870.78
USER_0077,2025-11-24 18:18:21.471900,data_download,resource_6,failed,868.79
USER_0045,2026-01-30 18:18:21.471900,login,resource_21,blocked,89.25
USER_0027,2026-01-14 18:18:21.471900,email_send,resource_21,blocked,662.63
USER_0043,2026-01-01 18:18:21.471900,file_access,resource_25,blocked,763.72
USER_0058,2025-12-06 18:18:21.471900,email_send,resource_27,success,649.1
USER_0086,2025-12-17 18:18:21.471900,data_download,resource_43,success,833.99
USER_0009,2025-12-06 18:18:21.471900,email_send,resource_38,blocked,819.73
USER_0002,2026-01-15 18:18:21.471900,file_access,resource_45,failed,950.85
USER_0013,2026-01-02 18:18:21.471900,data_download,resource_19,failed,559.91
USER_0027,2025-11-29 18:18:21.471900,login,resource_28,failed,977.22
USER_0058,2025-11-19 18:18:21.471900,data_download,resource_43,blocked,70.41
USER_0049,2025-11-29 18:18:21.471900,file_access,resource_39,failed,818.81
USER_0056,2025-11-24 18:18:21.471900,data_download,resource_34,failed,508.86
USER_0050,2025-11-24 18:18:21.471900,email_send,resource_25,success,619.45
USER_0067,2026-01-06 18:18:21.471900,login,resource_25,failed,165.87
USER_0090,2026-01-21 18:18:21.471900,file_access,resource_2,success,190.94
USER_0059,2026-01-10 18:18:21.471900,file_access,resource_37,blocked,320.75
USER_0082,2025-12-16 18:18:21.471900,email_send,resource_1,blocked,746.52
USER_0007,2025-11-24 18:18:21.471900,file_access,resource_37,success,36.81
USER_0026,2025-12-20 18:18:21.471900,data_download,resource_38,failed,669.31
USER_0013,2025-12-18 18:18:21.471900,login,resource_10,success,881.1
USER_0033,2026-01-31 18:18:21.471900,data_download,resource_8,blocked,87.75
USER_0077,2026-02-16 18:18:21.471900,login,resource_47,failed,593.67
USER_0031,2025-11-30 18:18:21.471900,file_access,resource_42,success,559.73
USER_0021,2026-02-12 18:18:21.471900,data_download,resource_34,success,170.53
USER_0084,2026-02-13 18:18:21.471900,email_send,resource_38,success,278.62
USER_0087,2026-01-08 18:18:21.471900,file_access,resource_5,failed,134.3
USER_0032,2026-01-11 18:18:21.471900,data_download,resource_18,success,673.25
USER_0061,2025-11-30 18:18:21.471900,email_send,resource_15,success,662.21
USER_0040,2026-02-14 18:18:21.471900,email_send,resource_32,blocked,639.82
USER_0016,2025-12-28 18:18:21.471900,login,resource_8,blocked,94.72
USER_0090,2025-12-07 18:18:21.471900,data_download,resource_9,failed,259.2
USER_0033,2025-12-21 18:18:21.471900,data_download,resource_12,success,68.38
USER_0052,2025-12-08 18:18:21.471900,email_send,resource_31,success,205.34
USER_0095,2025-11-23 18:18:21.471900,email_send,resource_17,blocked,712.23
USER_0005,2026-02-08 18:18:21.471900,file_access,resource_43,failed,127.2
USER_0079,2026-01-09 18:18:21.471900,data_download,resource_40,failed,721.14
USER_0066,2025-11-18 18:18:21.471900,file_access,resource_25,success,551.49
USER_0055,2026-02-07 18:18:21.471900,data_download,resource_1,failed,437.68
USER_0024,2025-12-21 18:18:21.471900,login,resource_41,blocked,350.68
USER_0065,2026-01-29 18:18:21.471900,email_send,resource_14,failed,637.83
USER_0043,2025-12-10 18:18:21.471900,file_access,resource_22,blocked,311.67
USER_0007,2025-12-03 18:18:21.471900,email_send,resource_49,blocked,569.74
USER_0088,2026-01-31 18:18:21.471900,file_access,resource_6,blocked,710.33
USER_0011,2026-01-15 18:18:21.471900,email_send,resource_23,failed,9.1
USER_0040,2025-12-21 18:18:21.471900,email_send,resource_38,success,146.29
USER_0015,2026-02-12 18:18:21.471900,email_send,resource_15,failed,338.08
USER_0068,2026-02-12 18:18:21.471900,email_send,resource_20,failed,171.26
USER_0016,2025-12-04 18:18:21.471900,data_download,resource_20,success,47.53
USER_0097,2026-01-17 18:18:21.471900,file_access,resource_45,failed,119.43
USER_0089,2025-12-30 18:18:21.471900,file_access,resource_11,success,663.27
USER_0007,2025-12-10 18:18:21.471900,login,resource_30,success,906.5
USER_0058,2025-12-05 18:18:21.471900,email_send,resource_18,failed,232.69
USER_0099,2025-12-27 18:18:21.471900,email_send,resource_49,blocked,382.39
USER_0058,2026-02-02 18:18:21.471900,login,resource_37,blocked,331.63
USER_0005,2026-02-07 18:18:21.471900,data_download,resource_6,failed,293.58
USER_0061,2026-01-12 18:18:21.471900,login,resource_10,failed,494.11
USER_0058,2025-12-05 18:18:21.471900,email_send,resource_42,success,681.14
USER_0044,2026-02-14 18:18:21.471900,login,resource_16,failed,654.61
USER_0070,2026-01-01 18:18:21.471900,email_send,resource_40,blocked,526.22
USER_0045,2025-11-25 18:18:21.471900,login,resource_40,failed,223.84
USER_0091,2026-01-29 18:18:21.471900,email_send,resource_45,success,507.48
USER_0044,2026-01-06 18:18:21.471900,data_download,resource_37,failed,498.39
USER_0067,2025-12-18 18:18:21.471900,file_access,resource_4,success,255.99
USER_0053,2025-11-27 18:18:21.471900,email_send,resource_32,blocked,164.19
USER_0084,2025-12-04 18:18:21.471900,file_access,resource_30,blocked,536.53
USER_0057,2026-01-19 18:18:21.471900,data_download,resource_8,blocked,289.47
USER_0008,2026-02-10 18:18:21.471900,file_access,resource_20,blocked,435.88
USER_0073,2026-01-02 18:18:21.471900,login,resource_17,blocked,230.34
USER_0035,2025-11-18 18:18:21.471900,login,resource_42,success,931.21
USER_0063,2026-02-15 18:18:21.471900,data_download,resource_34,failed,29.56
USER_0052,2025-12-12 18:18:21.471900,login,resource_29,success,135.94
USER_0028,2025-12-10 18:18:21.471900,file_access,resource_14,failed,983.8
USER_0051,2026-01-15 18:18:21.471900,file_access,resource_20,blocked,375.25
USER_0086,2025-12-10 18:18:21.471900,login,resource_17,failed,534.43
USER_0018,2026-02-08 18:18:21.471900,file_access,resource_50,blocked,686.71
USER_0082,2026-01-11 18:18:21.471900,file_access,resource_13,success,341.48
USER_0086,2026-01-21 18:18:21.471900,login,resource_21,failed,871.15
USER_0091,2025-11-27 18:18:21.471900,login,resource_42,blocked,921.0
USER_0024,2026-02-09 18:18:21.471900,file_access,resource_22,blocked,730.36
USER_0006,2026-01-25 18:18:21.471900,data_download,resource_6,blocked,149.44
USER_0080,2026-01-09 18:18:21.471900,login,resource_48,blocked,495.57
USER_0025,2026-01-13 18:18:21.471900,login,resource_36,success,746.8
USER_0069,2025-11-21 18:18:21.471900,email_send,resource_2,blocked,510.9
USER_0011,2026-01-06 18:18:21.471900,file_access,resource_48,failed,545.3
USER_0067,2025-12-31 18:18:21.471900,email_send,resource_40,success,646.38
USER_0021,2025-12-23 18:18:21.471900,data_download,resource_40,success,794.02
USER_0008,2026-02-01 18:18:21.471900,email_send,resource_11,failed,755.55
USER_0042,2025-11-21 18:18:21.471900,email_send,resource_15,success,891.59
USER_0058,2025-12-02 18:18:21.471900,login,resource_37,failed,473.56
USER_0048,2026-01-09 18:18:21.471900,login,resource_8,success,815.02
USER_0028,2026-01-09 18:18:21.471900,email_send,resource_46,failed,175.07
USER_0040,2026-02-10 18:18:21.471900,login,resource_37,success,987.8
USER_0081,2026-01-09 18:18:21.471900,file_access,resource_47,success,967.26
USER_0018,2025-11-20 18:18:21.471900,email_send,resource_48,success,19.38
USER_0075,2025-12-07 18:18:21.471900,file_access,resource_32,failed,187.39
USER_0026,2025-11-21 18:18:21.471900,data_download,resource_19,blocked,37.45
USER_0052,2026-01-14 18:18:21.471900,login,resource_2,blocked,477.76
USER_0094,2025-12-19 18:18:21.471900,file_access,resource_9,success,288.55
USER_0071,2025-11-24 18:18:21.471900,data_download,resource_25,success,750.42
USER_0001,2026-01-13 18:18:21.471900,email_send,resource_5,failed,99.95
USER_0058,2026-01-20 18:18:21.471900,login,resource_30,failed,870.67
USER_0035,2026-01-10 18:18:21.471900,login,resource_3,failed,345.41
USER_0099,2026-01-16 18:18:21.471900,file_access,resource_40,failed,589.14
